id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
RHINQLPI,LEH,CP,LEH,LEH,0,1200,0,0,0,29,40,ERJ
LRUHTUFI,LEH,FO,LEH,LEH,0,1200,0,0,0,20,46,ERJ
SHGQJTLL,LEH,CS,LEH,LEH,0,1200,0,0,0,28,43,ERJ
QMIPMNPS,LEH,ST,LEH,LEH,0,1200,0,0,0,24,40,ERJ
LJWMNMSU,LEH,ST,LEH,LEH,0,1200,0,0,0,29,59,ERJ
UJGETCCU,TLS,CP,TLS,TLS,0,1200,0,0,0,29,59,CRJ
WVPYKDMU,TLS,FO,TLS,TLS,0,1200,0,0,0,22,46,CRJ
NXYWBPTM,TLS,CS,TLS,TLS,0,1200,0,0,0,29,47,CRJ
HRQBSEVF,TLS,ST,TLS,TLS,0,1200,0,0,0,21,55,CRJ
MVTQKSHF,TLS,ST,TLS,TLS,0,1200,0,0,0,29,40,CRJ
GDVMGXJY,BES,CP,BES,BES,0,1200,0,0,0,25,54,Airbus
WNFGDOJS,BES,FO,BES,BES,0,1200,0,0,0,28,49,Airbus
ASNYCTBM,BES,CSD,BES,BES,0,1200,0,0,0,22,47,Airbus
COQVMMMS,BES,CSD,BES,BES,0,1200,0,0,0,24,54,Airbus
KGYSZVOJ,BES,ST,BES,BES,0,1200,0,0,0,24,54,Airbus
JRWUGOWZ,BES,ST,BES,BES,0,1200,0,0,0,27,44,Airbus
JZUSNTEH,BES,ST,BES,BES,0,1200,0,0,0,26,50,Airbus
GHEBOXMD,BES,ST,BES,BES,0,1200,0,0,0,23,45,Airbus
FBZIYQHH,BES,CP,BES,BES,0,1200,0,0,0,20,56,ERJ
PLJPCLPX,BES,FO,BES,BES,0,1200,0,0,0,24,54,ERJ
PROFNDJO,BES,CS,BES,BES,0,1200,0,0,0,27,59,ERJ
KPJPZSGW,BES,ST,BES,BES,0,1200,0,0,0,22,46,ERJ
ZKLYFABF,BES,ST,BES,BES,0,1200,0,0,0,24,47,ERJ
CEPZPCSJ,CFR,CP,CFR,CFR,0,1200,0,0,0,26,46,ERJ
GGKZMYZQ,CFR,FO,CFR,CFR,0,1200,0,0,0,28,42,ERJ
BMSAHRRZ,CFR,CS,CFR,CFR,0,1200,0,0,0,22,47,ERJ
MRKFBMYM,CFR,ST,CFR,CFR,0,1200,0,0,0,26,52,ERJ
LBOQWSXD,CFR,ST,CFR,CFR,0,1200,0,0,0,24,58,ERJ
UYUEGTDN,PUF,CP,PUF,PUF,0,1200,0,0,0,25,53,Fokker
KSZMODEP,PUF,FO,PUF,PUF,0,1200,0,0,0,28,43,Fokker
TZFJOUTA,PUF,CS,PUF,PUF,0,1200,0,0,0,27,50,Fokker
BRNZIMDV,PUF,ST,PUF,PUF,0,1200,0,0,0,21,58,Fokker
ATMZNLSJ,PUF,ST,PUF,PUF,0,1200,0,0,0,23,57,Fokker
GJSZBWWI,PUF,ST,PUF,PUF,0,1200,0,0,0,25,56,Fokker
YQKJNZHP,RNS,CP,RNS,RNS,0,1200,0,0,0,26,52,Fokker
IIQBZQZY,RNS,FO,RNS,RNS,0,1200,0,0,0,25,47,Fokker
JZQFDYAT,RNS,CS,RNS,RNS,0,1200,0,0,0,20,54,Fokker
IVVSFZMY,RNS,ST,RNS,RNS,0,1200,0,0,0,25,44,Fokker
QLJGIJMO,RNS,ST,RNS,RNS,0,1200,0,0,0,20,54,Fokker
RMVODYQO,RNS,ST,RNS,RNS,0,1200,0,0,0,21,46,Fokker
UNIVPUJB,MLH,CP,MLH,MLH,0,1200,0,0,0,29,48,Airbus
QVORHWPE,MLH,FO,MLH,MLH,0,1200,0,0,0,25,48,Airbus
LNQJUNIJ,MLH,CSD,MLH,MLH,0,1200,0,0,0,28,56,Airbus
SMPIPRCR,MLH,CSD,MLH,MLH,0,1200,0,0,0,23,56,Airbus
CWSVHNRA,MLH,ST,MLH,MLH,0,1200,0,0,0,21,40,Airbus
MHKSCAXP,MLH,ST,MLH,MLH,0,1200,0,0,0,22,47,Airbus
SFBVCUBR,MLH,ST,MLH,MLH,0,1200,0,0,0,26,46,Airbus
RKKTPWQY,MLH,ST,MLH,MLH,0,1200,0,0,0,23,52,Airbus
TCMCCBHI,MRS,CP,MRS,MRS,0,1200,0,0,0,29,42,Airbus
TKMDJNQF,MRS,FO,MRS,MRS,0,1200,0,0,0,24,54,Airbus
UONWAXEN,MRS,CSD,MRS,MRS,0,1200,0,0,0,27,49,Airbus
RXEWPBEQ,MRS,CSD,MRS,MRS,0,1200,0,0,0,29,55,Airbus
ISTZMOIC,MRS,ST,MRS,MRS,0,1200,0,0,0,24,42,Airbus
BUZVRNOT,MRS,ST,MRS,MRS,0,1200,0,0,0,27,53,Airbus
AZWUTZSM,MRS,ST,MRS,MRS,0,1200,0,0,0,23,41,Airbus
IYBCHWPG,MRS,ST,MRS,MRS,0,1200,0,0,0,21,44,Airbus
