id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
XUONFKDJ,LEH,CP,LEH,LEH,0,1200,0,0,0,24,45,ERJ
JGMFMSNO,LEH,FO,LEH,LEH,0,1200,0,0,0,26,48,ERJ
PGSCOKOC,LEH,CSD,LEH,LEH,0,1200,0,0,0,23,48,ERJ
GNGVRQLO,LEH,ST,LEH,LEH,0,1200,0,0,0,21,57,ERJ
TGPEMQCM,LEH,ST,LEH,LEH,0,1200,0,0,0,28,50,ERJ
QXZZDVUK,LEH,ST,LEH,LEH,0,1200,0,0,0,20,50,ERJ
JLFDYCLE,TLS,CP,TLS,TLS,0,1200,0,0,0,27,57,CRJ
FPEVLZEA,TLS,FO,TLS,TLS,0,1200,0,0,0,29,54,CRJ
JHLFSPLV,TLS,CSD,TLS,TLS,0,1200,0,0,0,24,41,CRJ
RBDWXWLH,TLS,ST,TLS,TLS,0,1200,0,0,0,25,44,CRJ
SJUJANNG,TLS,ST,TLS,TLS,0,1200,0,0,0,21,59,CRJ
CXUDPFNG,TLS,ST,TLS,TLS,0,1200,0,0,0,25,51,CRJ
ZRSEZANT,BES,CP,BES,BES,0,1200,0,0,0,25,54,Airbus
JWIRAKJA,BES,FO,BES,BES,0,1200,0,0,0,28,55,Airbus
NPZRCSOL,BES,CSD,BES,BES,0,1200,0,0,0,25,56,Airbus
CEMWWBEC,BES,CSD,BES,BES,0,1200,0,0,0,24,44,Airbus
LDIUMZZQ,BES,ST,BES,BES,0,1200,0,0,0,24,55,Airbus
EDMBOTYT,BES,ST,BES,BES,0,1200,0,0,0,26,52,Airbus
QBROPPRY,BES,ST,BES,BES,0,1200,0,0,0,20,41,Airbus
HIGKBOYE,BES,ST,BES,BES,0,1200,0,0,0,27,48,Airbus
GNSRPNWM,BES,ST,BES,BES,0,1200,0,0,0,23,50,Airbus
WYQKFYLG,BES,ST,BES,BES,0,1200,0,0,0,26,54,Airbus
GOYKIUPI,BES,CP,BES,BES,0,1200,0,0,0,25,53,ERJ
OBZVEYGJ,BES,FO,BES,BES,0,1200,0,0,0,29,55,ERJ
RNILLMOY,BES,CSD,BES,BES,0,1200,0,0,0,27,50,ERJ
CXREYZWE,BES,ST,BES,BES,0,1200,0,0,0,21,48,ERJ
LBUULZVB,BES,ST,BES,BES,0,1200,0,0,0,26,55,ERJ
NFGOUKWR,BES,ST,BES,BES,0,1200,0,0,0,29,44,ERJ
IUEAUUKE,CFR,CP,CFR,CFR,0,1200,0,0,0,26,42,ERJ
MZUGHUJT,CFR,FO,CFR,CFR,0,1200,0,0,0,26,52,ERJ
AQIHVCTP,CFR,CSD,CFR,CFR,0,1200,0,0,0,27,41,ERJ
RXGGPRGD,CFR,ST,CFR,CFR,0,1200,0,0,0,23,52,ERJ
ROXHTDIK,CFR,ST,CFR,CFR,0,1200,0,0,0,23,52,ERJ
TVUXJVPQ,CFR,ST,CFR,CFR,0,1200,0,0,0,29,52,ERJ
HAWDBTVW,PUF,CP,PUF,PUF,0,1200,0,0,0,28,46,Fokker
ECAWXIKC,PUF,FO,PUF,PUF,0,1200,0,0,0,20,47,Fokker
NTBMOUGJ,PUF,CSD,PUF,PUF,0,1200,0,0,0,25,51,Fokker
KXZHPHMC,PUF,ST,PUF,PUF,0,1200,0,0,0,21,57,Fokker
GTARXYOQ,PUF,ST,PUF,PUF,0,1200,0,0,0,29,56,Fokker
EXUYTZKQ,RNS,CP,RNS,RNS,0,1200,0,0,0,22,49,Fokker
DWJKLJPY,RNS,FO,RNS,RNS,0,1200,0,0,0,28,50,Fokker
JYIBQNAZ,RNS,CSD,RNS,RNS,0,1200,0,0,0,27,44,Fokker
VSPEFQDE,RNS,ST,RNS,RNS,0,1200,0,0,0,22,48,Fokker
PWDLUGSM,RNS,ST,RNS,RNS,0,1200,0,0,0,24,53,Fokker
TUEAUEJA,MLH,CP,MLH,MLH,0,1200,0,0,0,21,41,Airbus
CFKZGFSH,MLH,FO,MLH,MLH,0,1200,0,0,0,26,52,Airbus
ENMNDNCH,MLH,CSD,MLH,MLH,0,1200,0,0,0,28,48,Airbus
VZRPGXSV,MLH,CSD,MLH,MLH,0,1200,0,0,0,29,52,Airbus
GUXKHTUH,MLH,ST,MLH,MLH,0,1200,0,0,0,28,57,Airbus
JNPOSWEU,MLH,ST,MLH,MLH,0,1200,0,0,0,24,57,Airbus
DVLJCIZN,MLH,ST,MLH,MLH,0,1200,0,0,0,28,45,Airbus
UDSDMAPW,MLH,ST,MLH,MLH,0,1200,0,0,0,26,50,Airbus
BJOQRTTK,MLH,ST,MLH,MLH,0,1200,0,0,0,28,48,Airbus
CMWZMJHN,MLH,ST,MLH,MLH,0,1200,0,0,0,24,53,Airbus
OBFPGHHO,MRS,CP,MRS,MRS,0,1200,0,0,0,21,56,Airbus
YFVSTBVE,MRS,FO,MRS,MRS,0,1200,0,0,0,23,55,Airbus
OKUAMKHF,MRS,CSD,MRS,MRS,0,1200,0,0,0,23,52,Airbus
CBZFWUWO,MRS,CSD,MRS,MRS,0,1200,0,0,0,20,47,Airbus
REHRLHUD,MRS,ST,MRS,MRS,0,1200,0,0,0,23,44,Airbus
CITOGLVU,MRS,ST,MRS,MRS,0,1200,0,0,0,24,58,Airbus
XNTCXOJV,MRS,ST,MRS,MRS,0,1200,0,0,0,22,43,Airbus
QHXOKTOG,MRS,ST,MRS,MRS,0,1200,0,0,0,26,48,Airbus
ZLUWCUYO,MRS,ST,MRS,MRS,0,1200,0,0,0,22,42,Airbus
IGNYBOUK,MRS,ST,MRS,MRS,0,1200,0,0,0,26,56,Airbus
TOVWXEIR,LIG,CP,LIG,LIG,0,1200,0,0,0,21,45,BAE
DPGECONJ,LIG,FO,LIG,LIG,0,1200,0,0,0,22,40,BAE
NGPXLYIT,LIG,CS,LIG,LIG,0,1200,0,0,0,21,48,BAE
YARWGSLZ,LIG,ST,LIG,LIG,0,1200,0,0,0,27,46,BAE
UAHSUYQL,LIG,ST,LIG,LIG,0,1200,0,0,0,27,43,BAE
CXDKISOP,RNS,CP,RNS,RNS,0,1200,0,0,0,23,48,CRJ
INOLWANX,RNS,FO,RNS,RNS,0,1200,0,0,0,29,48,CRJ
RZFHCONF,RNS,CSD,RNS,RNS,0,1200,0,0,0,28,52,CRJ
HFGNATVM,RNS,ST,RNS,RNS,0,1200,0,0,0,26,47,CRJ
DVUYHWXV,RNS,ST,RNS,RNS,0,1200,0,0,0,24,52,CRJ
FPIOHIFZ,RNS,ST,RNS,RNS,0,1200,0,0,0,28,44,CRJ
OUTRJYOD,AVN,CP,AVN,AVN,0,1200,0,0,0,25,57,ERJ
YTCGRYOQ,AVN,FO,AVN,AVN,0,1200,0,0,0,29,56,ERJ
NEPPLOIT,AVN,CSD,AVN,AVN,0,1200,0,0,0,27,50,ERJ
GCVYZEWA,AVN,ST,AVN,AVN,0,1200,0,0,0,29,41,ERJ
HJHMSKYU,AVN,ST,AVN,AVN,0,1200,0,0,0,27,55,ERJ
FOBTQOFI,AVN,ST,AVN,AVN,0,1200,0,0,0,29,48,ERJ
QYREVEAB,LIG,CP,LIG,LIG,0,1200,0,0,0,22,52,Airbus
CMIBPDGW,LIG,FO,LIG,LIG,0,1200,0,0,0,26,43,Airbus
OETQUATA,LIG,CSD,LIG,LIG,0,1200,0,0,0,24,58,Airbus
CXGACPYW,LIG,CSD,LIG,LIG,0,1200,0,0,0,25,46,Airbus
WCDEJESN,LIG,ST,LIG,LIG,0,1200,0,0,0,22,46,Airbus
PTCLKXLS,LIG,ST,LIG,LIG,0,1200,0,0,0,24,59,Airbus
QCCAGRVT,LIG,ST,LIG,LIG,0,1200,0,0,0,23,53,Airbus
YQFCBOVU,LIG,ST,LIG,LIG,0,1200,0,0,0,23,52,Airbus
HPUWUTKX,LIG,ST,LIG,LIG,0,1200,0,0,0,27,41,Airbus
ZGUGOUGA,LIG,ST,LIG,LIG,0,1200,0,0,0,29,51,Airbus
LBSYIWCL,MRS,CP,MRS,MRS,0,1200,0,0,0,26,56,Airbus
YMZOTMWE,MRS,FO,MRS,MRS,0,1200,0,0,0,20,46,Airbus
SVXLFKZS,MRS,CSD,MRS,MRS,0,1200,0,0,0,28,58,Airbus
VMVUGPFK,MRS,CSD,MRS,MRS,0,1200,0,0,0,28,51,Airbus
DFVQBHDN,MRS,ST,MRS,MRS,0,1200,0,0,0,29,42,Airbus
ICVQQWMK,MRS,ST,MRS,MRS,0,1200,0,0,0,25,53,Airbus
OJYOYJJZ,MRS,ST,MRS,MRS,0,1200,0,0,0,27,59,Airbus
KQVXGYNB,MRS,ST,MRS,MRS,0,1200,0,0,0,28,52,Airbus
LNXMSJWU,MRS,ST,MRS,MRS,0,1200,0,0,0,26,45,Airbus
RDEIJKKY,MRS,ST,MRS,MRS,0,1200,0,0,0,24,45,Airbus
VXGDOUTC,BES,CP,BES,BES,0,1200,0,0,0,29,48,Airbus
DLKJMIFJ,BES,FO,BES,BES,0,1200,0,0,0,23,51,Airbus
EBDXICXA,BES,CSD,BES,BES,0,1200,0,0,0,25,49,Airbus
WXWMHTCU,BES,CSD,BES,BES,0,1200,0,0,0,25,51,Airbus
RCARPEBR,BES,ST,BES,BES,0,1200,0,0,0,29,54,Airbus
AQMOQPZT,BES,ST,BES,BES,0,1200,0,0,0,23,55,Airbus
ATEROGDX,BES,ST,BES,BES,0,1200,0,0,0,29,43,Airbus
CBXHLDSK,BES,ST,BES,BES,0,1200,0,0,0,22,55,Airbus
CSOLYKJM,BES,ST,BES,BES,0,1200,0,0,0,24,56,Airbus
NLKWUFCP,BES,ST,BES,BES,0,1200,0,0,0,26,46,Airbus
YJDUPLMC,NTE,CP,NTE,NTE,0,1200,0,0,0,29,40,Airbus
AHWUZPZA,NTE,FO,NTE,NTE,0,1200,0,0,0,27,50,Airbus
AVPHWJOU,NTE,CSD,NTE,NTE,0,1200,0,0,0,28,51,Airbus
PBEBTWRJ,NTE,CSD,NTE,NTE,0,1200,0,0,0,22,59,Airbus
DGXDCLUP,NTE,ST,NTE,NTE,0,1200,0,0,0,28,45,Airbus
KDVFURGU,NTE,ST,NTE,NTE,0,1200,0,0,0,26,51,Airbus
QOTNYJSY,NTE,ST,NTE,NTE,0,1200,0,0,0,24,54,Airbus
LEGPRJRZ,NTE,ST,NTE,NTE,0,1200,0,0,0,23,56,Airbus
AVMPEDWQ,NTE,ST,NTE,NTE,0,1200,0,0,0,21,44,Airbus
