id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
VNFFDJJQ,LEH,CP,LEH,LEH,0,1200,0,0,0,27,41,ERJ
IAJXBGLU,LEH,FO,LEH,LEH,0,1200,0,0,0,23,56,ERJ
CGQTCOKN,LEH,CS,LEH,LEH,0,1200,0,0,0,22,58,ERJ
MDIFLLXJ,LEH,ST,LEH,LEH,0,1200,0,0,0,27,53,ERJ
TLQTZCXS,LEH,ST,LEH,LEH,0,1200,0,0,0,29,41,ERJ
RNXBZZAY,TLS,CP,TLS,TLS,0,1200,0,0,0,21,54,CRJ
KGZAJWUQ,TLS,FO,TLS,TLS,0,1200,0,0,0,20,47,CRJ
UUZHPWTF,TLS,CS,TLS,TLS,0,1200,0,0,0,25,48,CRJ
KDWGUBMV,TLS,ST,TLS,TLS,0,1200,0,0,0,27,50,CRJ
UMSSLQIQ,TLS,ST,TLS,TLS,0,1200,0,0,0,26,40,CRJ
VQMXSLUE,TLS,ST,TLS,TLS,0,1200,0,0,0,20,47,CRJ
LRLZAMKH,BES,CP,BES,BES,0,1200,0,0,0,26,47,Airbus
IVCPLWEG,BES,FO,BES,BES,0,1200,0,0,0,27,53,Airbus
FJSQORXP,BES,CS,BES,BES,0,1200,0,0,0,28,47,Airbus
WCSVZAZH,BES,CS,BES,BES,0,1200,0,0,0,26,40,Airbus
EONUWGEV,BES,ST,BES,BES,0,1200,0,0,0,27,49,Airbus
JLQGCGLL,BES,ST,BES,BES,0,1200,0,0,0,26,46,Airbus
NMGQUKVC,BES,ST,BES,BES,0,1200,0,0,0,21,51,Airbus
PNVGEINY,BES,ST,BES,BES,0,1200,0,0,0,22,43,Airbus
DJTHAUYU,BES,CP,BES,BES,0,1200,0,0,0,20,47,ERJ
ZFDKSOMW,BES,FO,BES,BES,0,1200,0,0,0,27,50,ERJ
QXZXOWXH,BES,CS,BES,BES,0,1200,0,0,0,20,56,ERJ
ZRUXPFUL,BES,ST,BES,BES,0,1200,0,0,0,25,49,ERJ
SLPZVKIK,BES,ST,BES,BES,0,1200,0,0,0,26,48,ERJ
VEINJTBG,CFR,CP,CFR,CFR,0,1200,0,0,0,24,51,ERJ
WQUJIWIH,CFR,FO,CFR,CFR,0,1200,0,0,0,27,54,ERJ
UKVYLUJF,CFR,CS,CFR,CFR,0,1200,0,0,0,27,42,ERJ
CRXTSYBI,CFR,ST,CFR,CFR,0,1200,0,0,0,23,59,ERJ
WTRJNHMH,CFR,ST,CFR,CFR,0,1200,0,0,0,22,54,ERJ
MHDONEFQ,PUF,CP,PUF,PUF,0,1200,0,0,0,22,40,Fokker
XEXGBSUZ,PUF,FO,PUF,PUF,0,1200,0,0,0,26,52,Fokker
NPAOWWTW,PUF,CSD,PUF,PUF,0,1200,0,0,0,21,59,Fokker
UUARONHB,PUF,ST,PUF,PUF,0,1200,0,0,0,22,57,Fokker
