crew_id,code,type,leg_id,rank,start,finish,airport,pairing
VNFFDJJQ,code,L,70002597,CP,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
VNFFDJJQ,code,L,70002598,CP,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
VNFFDJJQ,code,L,70002599,CP,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
VNFFDJJQ,code,L,70002600,CP,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
VNFFDJJQ,code,L,70002601,CP,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
VNFFDJJQ,code,L,70002602,CP,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
VNFFDJJQ,code,L,70002603,CP,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
VNFFDJJQ,code,L,70002604,CP,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
IAJXBGLU,code,L,70002597,FO,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
IAJXBGLU,code,L,70002598,FO,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
IAJXBGLU,code,L,70002599,FO,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
IAJXBGLU,code,L,70002600,FO,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
IAJXBGLU,code,L,70002601,FO,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
IAJXBGLU,code,L,70002602,FO,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
IAJXBGLU,code,L,70002603,FO,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
IAJXBGLU,code,L,70002604,FO,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
CGQTCOKN,code,L,70002597,CS,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
CGQTCOKN,code,L,70002598,CS,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
CGQTCOKN,code,L,70002599,CS,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
CGQTCOKN,code,L,70002600,CS,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
CGQTCOKN,code,L,70002601,CS,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
CGQTCOKN,code,L,70002602,CS,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
CGQTCOKN,code,L,70002603,CS,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
CGQTCOKN,code,L,70002604,CS,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
MDIFLLXJ,code,L,70002597,ST,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
MDIFLLXJ,code,L,70002598,ST,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
MDIFLLXJ,code,L,70002599,ST,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
MDIFLLXJ,code,L,70002600,ST,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
