crew_id,code,type,leg_id,rank,start,finish,airport,pairing
DVTNGPQT,code,L,70002597,CP,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
DVTNGPQT,code,L,70002598,CP,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
DVTNGPQT,code,L,70002599,CP,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
DVTNGPQT,code,L,70002600,CP,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
DVTNGPQT,code,L,70002601,CP,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
DVTNGPQT,code,L,70002602,CP,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
DVTNGPQT,code,L,70002603,CP,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
DVTNGPQT,code,L,70002604,CP,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
JOGTNRGW,code,L,70002597,FO,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
JOGTNRGW,code,L,70002598,FO,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
JOGTNRGW,code,L,70002599,FO,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
JOGTNRGW,code,L,70002600,FO,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
JOGTNRGW,code,L,70002601,FO,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
JOGTNRGW,code,L,70002602,FO,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
JOGTNRGW,code,L,70002603,FO,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
JOGTNRGW,code,L,70002604,FO,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
WQXNGDQR,code,L,70002597,CSD,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
WQXNGDQR,code,L,70002598,CSD,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
WQXNGDQR,code,L,70002599,CSD,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
WQXNGDQR,code,L,70002600,CSD,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
WQXNGDQR,code,L,70002601,CSD,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
WQXNGDQR,code,L,70002602,CSD,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
WQXNGDQR,code,L,70002603,CSD,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
WQXNGDQR,code,L,70002604,CSD,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
OMVOTBOX,code,L,70002597,ST,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
OMVOTBOX,code,L,70002598,ST,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
OMVOTBOX,code,L,70002599,ST,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
OMVOTBOX,code,L,70002600,ST,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
OMVOTBOX,code,L,70002601,ST,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
OMVOTBOX,code,L,70002602,ST,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
OMVOTBOX,code,L,70002603,ST,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
OMVOTBOX,code,L,70002604,ST,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
WEZECEYQ,code,L,70002597,ST,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
WEZECEYQ,code,L,70002598,ST,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
WEZECEYQ,code,L,70002599,ST,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
WEZECEYQ,code,L,70002600,ST,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
WEZECEYQ,code,L,70002601,ST,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
WEZECEYQ,code,L,70002602,ST,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
WEZECEYQ,code,L,70002603,ST,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
WEZECEYQ,code,L,70002604,ST,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
ERHJHXKD,code,L,70005123,CP,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
ERHJHXKD,code,L,70005124,CP,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
DUYAIAWD,code,L,70005123,FO,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
DUYAIAWD,code,L,70005124,FO,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
TBQYKWVL,code,L,70005123,CSD,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
TBQYKWVL,code,L,70005124,CSD,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
XATNDIBX,code,L,70005123,ST,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
XATNDIBX,code,L,70005124,ST,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
FSOEIMLQ,code,L,70005123,ST,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
FSOEIMLQ,code,L,70005124,ST,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
LKMLMHDO,code,L,70005123,ST,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
LKMLMHDO,code,L,70005124,ST,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
JXZBDSVM,code,L,70004600,CP,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
JXZBDSVM,code,L,70004599,CP,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
DHOWSKGF,code,L,70004600,FO,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
DHOWSKGF,code,L,70004599,FO,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
LLQKCKUJ,code,L,70004600,CS,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
LLQKCKUJ,code,L,70004599,CS,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
QAVRQIHV,code,L,70004600,CS,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
QAVRQIHV,code,L,70004599,CS,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
FHIGJSKW,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
FHIGJSKW,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
IPMTOXVT,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
IPMTOXVT,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
IHJIGLNZ,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
IHJIGLNZ,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
TWKBMJJN,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
TWKBMJJN,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
WGYFQCGN,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
WGYFQCGN,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
HLPEKLGP,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
HLPEKLGP,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
KNPPCVJQ,code,L,70002653,CP,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
KNPPCVJQ,code,L,70002654,CP,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
KNPPCVJQ,code,L,70002657,CP,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
KNPPCVJQ,code,L,70002658,CP,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
WYLANWHB,code,L,70002653,FO,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
WYLANWHB,code,L,70002654,FO,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
WYLANWHB,code,L,70002657,FO,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
WYLANWHB,code,L,70002658,FO,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
SNZFGTQV,code,L,70002653,CSD,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
SNZFGTQV,code,L,70002654,CSD,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
SNZFGTQV,code,L,70002657,CSD,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
SNZFGTQV,code,L,70002658,CSD,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
OHOILDLW,code,L,70002653,ST,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
OHOILDLW,code,L,70002654,ST,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
OHOILDLW,code,L,70002657,ST,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
OHOILDLW,code,L,70002658,ST,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
