leg_id,passenger_id,pnr_locator,ticket_id,price,cabin_class,is_start,is_end
70004296,PAX253918531,LOC218119249,TIC1033185771,137.5,E,1,1
70004296,PAX616640723,LOC218119249,TIC425862818,137.5,E,1,1
70004296,PAX504598832,LOC218119249,TIC226645169,137.5,E,1,1
70004296,PAX575892682,LOC218119249,TIC45401852,137.5,E,1,1
70004296,PAX498441760,LOC218119249,TIC1068425363,137.5,E,1,1
70004296,PAX2037838392,LOC218119249,TIC2034898271,137.5,E,1,1
70004296,PAX2022208312,LOC218119249,TIC261844861,137.5,E,1,1
70004296,PAX88860441,LOC218119249,TIC606778615,137.5,E,1,1
70004296,PAX1425210746,LOC218119249,TIC2085437536,137.5,E,1,1
70004296,PAX826676018,LOC218119249,TIC121318870,137.5,E,1,1
70004296,PAX528714107,LOC218119249,TIC1231431375,137.5,E,1,1
70004296,PAX960174114,LOC218119249,TIC1324997193,137.5,E,1,1
70004296,PAX971395645,LOC218119249,TIC2081065918,137.5,E,1,1
70004296,PAX1217745934,LOC218119249,TIC958058419,137.5,E,1,1
70004296,PAX495065794,LOC218119249,TIC1539180287,137.5,E,1,1
70004296,PAX318455225,LOC218119249,TIC1775316245,137.5,E,1,1
70004296,PAX1419308926,LOC218119249,TIC965314211,137.5,E,1,1
70004296,PAX416984526,LOC218119249,TIC461370912,137.5,E,1,1
70004296,PAX484925424,LOC218119249,TIC1824611243,137.5,E,1,1
70004296,PAX141275646,LOC218119249,TIC811161380,137.5,E,1,1
70004296,PAX363370652,LOC218119249,TIC1683953305,137.5,E,1,1
70004296,PAX863814955,LOC218119249,TIC1468327485,137.5,E,1,1
70004296,PAX1440210839,LOC218119249,TIC493966627,137.5,E,1,1
70004296,PAX1681376861,LOC218119249,TIC225153662,137.5,E,1,1
70004296,PAX353944877,LOC1394912420,TIC999762080,187.5,E,1,0
70004617,PAX353944877,LOC1394912420,TIC461761151,187.5,E,0,1
70004296,PAX1556728427,LOC1394912420,TIC1966043347,187.5,E,1,0
70004617,PAX1556728427,LOC1394912420,TIC1309459446,187.5,E,0,1
70004296,PAX1094422879,LOC1394912420,TIC1453173597,187.5,E,1,0
70004617,PAX1094422879,LOC1394912420,TIC1715730951,187.5,E,0,1
70004296,PAX977063003,LOC1394912420,TIC1758127470,187.5,E,1,0
70004617,PAX977063003,LOC1394912420,TIC163435791,187.5,E,0,1
70004296,PAX230185621,LOC1394912420,TIC1332996993,187.5,E,1,0
70004617,PAX230185621,LOC1394912420,TIC1803544000,187.5,E,0,1
70004296,PAX1701295029,LOC1394912420,TIC655124508,187.5,E,1,0
70004617,PAX1701295029,LOC1394912420,TIC1558389023,187.5,E,0,1
70004296,PAX2062972248,LOC1394912420,TIC1260356494,187.5,E,1,0
70004617,PAX2062972248,LOC1394912420,TIC451234940,187.5,E,0,1
70004296,PAX1203452924,LOC1394912420,TIC480657119,187.5,E,1,0
70004617,PAX1203452924,LOC1394912420,TIC982455635,187.5,E,0,1
70004296,PAX117154389,LOC93774895,TIC1203187970,137.5,E,1,1
70004296,PAX371125849,LOC93774895,TIC186951415,137.5,E,1,1
70004296,PAX1514255703,LOC93774895,TIC370937845,137.5,E,1,1
70004296,PAX1660678087,LOC93774895,TIC2123014915,137.5,E,1,1
70004296,PAX952121823,LOC93774895,TIC734222362,137.5,E,1,1
70004296,PAX478138035,LOC93774895,TIC2039066954,137.5,E,1,1
70004296,PAX1581941215,LOC93774895,TIC1310544050,137.5,E,1,1
70004296,PAX1221503002,LOC93774895,TIC2032475281,137.5,E,1,1
70004296,PAX1108557660,LOC93774895,TIC1245461559,137.5,E,1,1
70004296,PAX562200412,LOC93774895,TIC1701150119,137.5,E,1,1
70004296,PAX923106980,LOC93774895,TIC719184140,137.5,E,1,1
70004296,PAX2072333100,LOC93774895,TIC1511565247,137.5,E,1,1
70004296,PAX1902069871,LOC93774895,TIC1970855083,137.5,E,1,1
70004296,PAX617140205,LOC93774895,TIC2123442968,137.5,E,1,1
70004296,PAX1307523116,LOC93774895,TIC943729920,137.5,E,1,1
70004296,PAX1384489614,LOC93774895,TIC1083549690,137.5,E,1,1
70004296,PAX208878878,LOC93774895,TIC1244095295,137.5,E,1,1
70004296,PAX1198599258,LOC93774895,TIC1297860645,137.5,E,1,1
70004296,PAX115760286,LOC93774895,TIC423172,137.5,E,1,1
70004296,PAX2042646680,LOC93774895,TIC1148834037,137.5,E,1,1
70004296,PAX552139262,LOC93774895,TIC372183134,137.5,E,1,1
70004296,PAX876345373,LOC93774895,TIC383344009,137.5,E,1,1
70004296,PAX488354837,LOC93774895,TIC1368455238,137.5,E,1,1
70004296,PAX1581845714,LOC93774895,TIC1425656379,137.5,E,1,1
70004296,PAX228035288,LOC93774895,TIC367509378,137.5,E,1,1
70004296,PAX158978818,LOC93774895,TIC829707525,137.5,E,1,1
70004296,PAX595085904,LOC93774895,TIC923893367,137.5,E,1,1
70004296,PAX1685465313,LOC93774895,TIC1238485480,137.5,E,1,1
70004296,PAX1249625150,LOC93774895,TIC1325132115,137.5,E,1,1
70004296,PAX784421206,LOC93774895,TIC1713477138,137.5,E,1,1
70004296,PAX1743596971,LOC93774895,TIC1204981281,137.5,E,1,1
70004296,PAX404262657,LOC93774895,TIC657654599,137.5,E,1,1
70004296,PAX1827338627,LOC93774895,TIC896118500,137.5,E,1,1
70004296,PAX530694802,LOC2070999459,TIC1926846182,187.5,E,1,0
70004617,PAX530694802,LOC2070999459,TIC980592438,187.5,E,0,1
70004296,PAX1912152706,LOC2070999459,TIC1010349135,187.5,E,1,0
70004617,PAX1912152706,LOC2070999459,TIC1565844759,187.5,E,0,1
70004296,PAX1117549060,LOC2070999459,TIC2061119738,187.5,E,1,0
70004617,PAX1117549060,LOC2070999459,TIC233928106,187.5,E,0,1
70004296,PAX980140356,LOC2070999459,TIC676039308,187.5,E,1,0
70004617,PAX980140356,LOC2070999459,TIC2036258123,187.5,E,0,1
70004296,PAX1467413429,LOC2070999459,TIC221183603,187.5,E,1,0
70004617,PAX1467413429,LOC2070999459,TIC332444282,187.5,E,0,1
70004296,PAX818954988,LOC1897910883,TIC1487771327,437.5,E,1,0
70003067,PAX818954988,LOC1897910883,TIC1445309572,437.5,E,0,0
70003082,PAX818954988,LOC1897910883,TIC1456741809,437.5,E,0,0
70004301,PAX818954988,LOC1897910883,TIC1636224613,437.5,E,0,1
70004296,PAX1083951827,LOC1897910883,TIC402297253,437.5,E,1,0
70003067,PAX1083951827,LOC1897910883,TIC1343522244,437.5,E,0,0
70003082,PAX1083951827,LOC1897910883,TIC534851298,437.5,E,0,0
70004301,PAX1083951827,LOC1897910883,TIC1402606921,437.5,E,0,1
70004296,PAX413106991,LOC1897910883,TIC1020039063,437.5,E,1,0
70003067,PAX413106991,LOC1897910883,TIC1121611468,437.5,E,0,0
70003082,PAX413106991,LOC1897910883,TIC884728151,437.5,E,0,0
70004301,PAX413106991,LOC1897910883,TIC1419579174,437.5,E,0,1
70004296,PAX569030727,LOC1897910883,TIC193658109,437.5,E,1,0
70003067,PAX569030727,LOC1897910883,TIC1757546384,437.5,E,0,0
70003082,PAX569030727,LOC1897910883,TIC1617459918,437.5,E,0,0
70004301,PAX569030727,LOC1897910883,TIC1769308614,437.5,E,0,1
70004296,PAX437704453,LOC1897910883,TIC1291394982,437.5,E,1,0
70003067,PAX437704453,LOC1897910883,TIC1044925400,437.5,E,0,0
70003082,PAX437704453,LOC1897910883,TIC1278288055,437.5,E,0,0
70004301,PAX437704453,LOC1897910883,TIC144545392,437.5,E,0,1
70004296,PAX629348761,LOC1897910883,TIC1643822332,437.5,E,1,0
70003067,PAX629348761,LOC1897910883,TIC6644821,437.5,E,0,0
70003082,PAX629348761,LOC1897910883,TIC1715039983,437.5,E,0,0
70004301,PAX629348761,LOC1897910883,TIC107915481,437.5,E,0,1
70004296,PAX1566369704,LOC1897910883,TIC468795660,437.5,E,1,0
70003067,PAX1566369704,LOC1897910883,TIC1021308659,437.5,E,0,0
70003082,PAX1566369704,LOC1897910883,TIC195509334,437.5,E,0,0
70004301,PAX1566369704,LOC1897910883,TIC1794492552,437.5,E,0,1
70004296,PAX621035606,LOC1897910883,TIC53639399,437.5,E,1,0
70003067,PAX621035606,LOC1897910883,TIC29573788,437.5,E,0,0
70003082,PAX621035606,LOC1897910883,TIC126872824,437.5,E,0,0
70004301,PAX621035606,LOC1897910883,TIC1023019994,437.5,E,0,1
70004296,PAX1341707597,LOC1897910883,TIC407047900,437.5,E,1,0
70003067,PAX1341707597,LOC1897910883,TIC1234199564,437.5,E,0,0
70003082,PAX1341707597,LOC1897910883,TIC1973651246,437.5,E,0,0
70004301,PAX1341707597,LOC1897910883,TIC742432190,437.5,E,0,1
70004296,PAX1034150055,LOC1897910883,TIC505139806,437.5,E,1,0
70003067,PAX1034150055,LOC1897910883,TIC1849422210,437.5,E,0,0
70003082,PAX1034150055,LOC1897910883,TIC1260388882,437.5,E,0,0
70004301,PAX1034150055,LOC1897910883,TIC2020972423,437.5,E,0,1
70004296,PAX1929893318,LOC1897910883,TIC1410729580,437.5,E,1,0
70003067,PAX1929893318,LOC1897910883,TIC1111317767,437.5,E,0,0
70003082,PAX1929893318,LOC1897910883,TIC470618135,437.5,E,0,0
70004301,PAX1929893318,LOC1897910883,TIC1828121939,437.5,E,0,1
70004296,PAX1831373275,LOC1897910883,TIC1033490167,437.5,E,1,0
70003067,PAX1831373275,LOC1897910883,TIC896110045,437.5,E,0,0
70003082,PAX1831373275,LOC1897910883,TIC1697345985,437.5,E,0,0
70004301,PAX1831373275,LOC1897910883,TIC679179303,437.5,E,0,1
70004295,PAX851250741,LOC252002439,TIC1311849421,137.5,E,1,1
70004295,PAX382342321,LOC252002439,TIC916443356,137.5,E,1,1
70004295,PAX286942988,LOC252002439,TIC983007781,137.5,E,1,1
70004295,PAX1079414519,LOC252002439,TIC2014835134,137.5,E,1,1
70004295,PAX835364853,LOC252002439,TIC1454206195,137.5,E,1,1
70004295,PAX272640909,LOC252002439,TIC1691739815,137.5,E,1,1
70004295,PAX24641658,LOC252002439,TIC981879594,137.5,E,1,1
70004295,PAX1769379799,LOC252002439,TIC1295200746,137.5,E,1,1
70004295,PAX1948366048,LOC252002439,TIC1339741249,137.5,E,1,1
70004295,PAX1322519203,LOC252002439,TIC7475562,137.5,E,1,1
70004295,PAX1217473953,LOC252002439,TIC1794125649,137.5,E,1,1
70004295,PAX286401990,LOC252002439,TIC1159734276,137.5,E,1,1
70004295,PAX518067350,LOC252002439,TIC71919737,137.5,E,1,1
70004295,PAX2053059124,LOC252002439,TIC666832827,137.5,E,1,1
70004295,PAX1857633532,LOC252002439,TIC1568754862,137.5,E,1,1
70004295,PAX784190733,LOC252002439,TIC747948541,137.5,E,1,1
70004295,PAX1356267477,LOC252002439,TIC76083777,137.5,E,1,1
70004295,PAX250769177,LOC252002439,TIC2112248653,137.5,E,1,1
70004295,PAX204921237,LOC252002439,TIC1927227202,137.5,E,1,1
70004295,PAX1614184084,LOC252002439,TIC776074996,137.5,E,1,1
70004295,PAX1769818294,LOC252002439,TIC312265998,137.5,E,1,1
70004295,PAX883534990,LOC252002439,TIC1640606307,137.5,E,1,1
70004295,PAX1892475922,LOC252002439,TIC872860398,137.5,E,1,1
70004295,PAX2070182338,LOC252002439,TIC886783,137.5,E,1,1
70004295,PAX434905381,LOC252002439,TIC1552348815,137.5,E,1,1
70004295,PAX1062448017,LOC252002439,TIC2060577754,137.5,E,1,1
70004295,PAX490438728,LOC252002439,TIC1551161764,137.5,E,1,1
70004295,PAX1351680674,LOC252002439,TIC1975357430,137.5,E,1,1
70004295,PAX27391218,LOC252002439,TIC1179055800,137.5,E,1,1
70004295,PAX1365342344,LOC252002439,TIC1380118783,137.5,E,1,1
70004295,PAX743735354,LOC252002439,TIC579080664,137.5,E,1,1
70004295,PAX1525694340,LOC252002439,TIC1876907071,137.5,E,1,1
70004295,PAX1946151359,LOC252002439,TIC1883609737,137.5,E,1,1
70004295,PAX592435549,LOC252002439,TIC90241864,137.5,E,1,1
70004295,PAX1847890161,LOC252002439,TIC1397143224,137.5,E,1,1
70004295,PAX217806413,LOC1758689304,TIC1397399993,137.5,E,1,1
70004295,PAX266926020,LOC1758689304,TIC1783429053,137.5,E,1,1
70004295,PAX1991474117,LOC1758689304,TIC944656798,137.5,E,1,1
70004295,PAX530695947,LOC1758689304,TIC910876373,137.5,E,1,1
70004295,PAX801838576,LOC1758689304,TIC447365132,137.5,E,1,1
70004295,PAX255416945,LOC1758689304,TIC1629061345,137.5,E,1,1
70004295,PAX692587782,LOC1758689304,TIC1628042322,137.5,E,1,1
70004295,PAX1244561818,LOC1758689304,TIC1219855468,137.5,E,1,1
70004295,PAX515571448,LOC1758689304,TIC1225516171,137.5,E,1,1
70004295,PAX1214726998,LOC1758689304,TIC1704371201,137.5,E,1,1
70004295,PAX1961992004,LOC1758689304,TIC934920808,137.5,E,1,1
70004295,PAX40282966,LOC1758689304,TIC220722689,137.5,E,1,1
70004295,PAX1795957408,LOC1758689304,TIC147253167,137.5,E,1,1
70004295,PAX353427517,LOC1758689304,TIC589077454,137.5,E,1,1
70004295,PAX1952177982,LOC1758689304,TIC1576794768,137.5,E,1,1
70004295,PAX464857771,LOC1758689304,TIC1911884622,137.5,E,1,1
70004295,PAX618808426,LOC1758689304,TIC257901303,137.5,E,1,1
70004295,PAX676489243,LOC1758689304,TIC562763214,137.5,E,1,1
70004298,PAX691494655,LOC300154112,TIC1807897550,137.5,E,1,1
70004298,PAX1925398762,LOC300154112,TIC1561681439,137.5,E,1,1
70004298,PAX1471104020,LOC300154112,TIC2104718966,137.5,E,1,1
70004298,PAX608475684,LOC300154112,TIC1030121578,137.5,E,1,1
70004298,PAX1595032874,LOC300154112,TIC637005567,137.5,E,1,1
70004298,PAX1108367030,LOC300154112,TIC2135346230,137.5,E,1,1
70004298,PAX549542028,LOC300154112,TIC139860263,137.5,E,1,1
70004298,PAX1460993093,LOC300154112,TIC1992913972,137.5,E,1,1
70004298,PAX779329999,LOC300154112,TIC996228420,137.5,E,1,1
70004298,PAX14876461,LOC300154112,TIC1036041672,137.5,E,1,1
70004298,PAX1401853167,LOC300154112,TIC1359020900,137.5,E,1,1
70004298,PAX1936066357,LOC300154112,TIC1817705157,137.5,E,1,1
70004298,PAX1392160929,LOC300154112,TIC115326012,137.5,E,1,1
70004298,PAX171130139,LOC300154112,TIC1610053923,137.5,E,1,1
70004298,PAX183282458,LOC300154112,TIC442194557,137.5,E,1,1
70004298,PAX1413323786,LOC300154112,TIC11317956,137.5,E,1,1
70004298,PAX1881470103,LOC300154112,TIC1219393927,137.5,E,1,1
70004298,PAX129793835,LOC300154112,TIC397611856,137.5,E,1,1
70004298,PAX1666019733,LOC300154112,TIC156688435,137.5,E,1,1
70004298,PAX1903778749,LOC300154112,TIC882385046,137.5,E,1,1
70004298,PAX1195406337,LOC300154112,TIC532808149,137.5,E,1,1
70004298,PAX912003549,LOC300154112,TIC1803468346,137.5,E,1,1
70004298,PAX1368048633,LOC300154112,TIC801645877,137.5,E,1,1
70004298,PAX1398054325,LOC300154112,TIC118424409,137.5,E,1,1
70004298,PAX2086848733,LOC300154112,TIC1870487739,137.5,E,1,1
70004298,PAX2133328888,LOC300154112,TIC1570046084,137.5,E,1,1
70004298,PAX1051518931,LOC300154112,TIC864846974,137.5,E,1,1
70004298,PAX547297521,LOC300154112,TIC1478023060,137.5,E,1,1
70004298,PAX572431874,LOC300154112,TIC1907882837,137.5,E,1,1
70004298,PAX396251826,LOC300154112,TIC1482201051,137.5,E,1,1
70004298,PAX521968831,LOC300154112,TIC1534796032,137.5,E,1,1
70004298,PAX1751384013,LOC300154112,TIC1236911717,137.5,E,1,1
70004298,PAX182175185,LOC300154112,TIC91246153,137.5,E,1,1
70004298,PAX1802119577,LOC300154112,TIC1654767792,137.5,E,1,1
70004298,PAX172454140,LOC300154112,TIC1793819101,137.5,E,1,1
70004298,PAX2088791338,LOC300154112,TIC933511992,137.5,E,1,1
70004298,PAX908275742,LOC300154112,TIC233584815,137.5,E,1,1
70004298,PAX1795263723,LOC300154112,TIC2064738923,137.5,E,1,1
70004298,PAX596333542,LOC300154112,TIC1831089225,137.5,E,1,1
70004298,PAX165996714,LOC300154112,TIC1976976002,137.5,E,1,1
70004298,PAX884877134,LOC300154112,TIC633028570,137.5,E,1,1
70004298,PAX2100873761,LOC300154112,TIC382068014,137.5,E,1,1
70004298,PAX1843760226,LOC300154112,TIC1255868334,137.5,E,1,1
70004298,PAX587615057,LOC300154112,TIC1919894821,137.5,E,1,1
70004298,PAX450297596,LOC300154112,TIC1771743085,137.5,E,1,1
70004298,PAX1209928670,LOC300154112,TIC1399888921,137.5,E,1,1
70004298,PAX859646873,LOC300154112,TIC809091366,137.5,E,1,1
70004298,PAX1426787129,LOC300154112,TIC1305249710,137.5,E,1,1
70004298,PAX1799894832,LOC300154112,TIC892300392,137.5,E,1,1
70004298,PAX1228611171,LOC300154112,TIC79605851,137.5,E,1,1
70004298,PAX857671911,LOC300154112,TIC2120388907,137.5,E,1,1
70004298,PAX1447847607,LOC300154112,TIC539330735,137.5,E,1,1
70004298,PAX504975456,LOC300154112,TIC1276724091,137.5,E,1,1
70004298,PAX2100447588,LOC300154112,TIC1716518276,137.5,E,1,1
70004298,PAX109253338,LOC300154112,TIC1173806482,137.5,E,1,1
70004298,PAX140339091,LOC300154112,TIC514937154,137.5,E,1,1
70004298,PAX166846268,LOC300154112,TIC489292065,137.5,E,1,1
70004298,PAX653891381,LOC300154112,TIC1815071771,137.5,E,1,1
70004298,PAX885433505,LOC300154112,TIC1095640959,137.5,E,1,1
70004298,PAX830879981,LOC300154112,TIC1863254881,137.5,E,1,1
70004298,PAX1225435930,LOC300154112,TIC1943159688,137.5,E,1,1
70004298,PAX199333204,LOC300154112,TIC1071292925,137.5,E,1,1
70004298,PAX1100498904,LOC2131117307,TIC1031959172,237.5,E,1,0
70003077,PAX1100498904,LOC2131117307,TIC1264305179,237.5,E,0,1
70004298,PAX1308382261,LOC2131117307,TIC363321958,237.5,E,1,0
70003077,PAX1308382261,LOC2131117307,TIC1397739311,237.5,E,0,1
70004298,PAX1406926615,LOC2131117307,TIC1977471595,237.5,E,1,0
70003077,PAX1406926615,LOC2131117307,TIC1240846352,237.5,E,0,1
70004298,PAX1282342773,LOC2131117307,TIC2118791811,237.5,E,1,0
70003077,PAX1282342773,LOC2131117307,TIC296871453,237.5,E,0,1
70004298,PAX1382858482,LOC2131117307,TIC623754401,237.5,E,1,0
70003077,PAX1382858482,LOC2131117307,TIC1674115742,237.5,E,0,1
70004298,PAX1986165019,LOC2131117307,TIC442330145,237.5,E,1,0
70003077,PAX1986165019,LOC2131117307,TIC299888513,237.5,E,0,1
70004298,PAX615739610,LOC2131117307,TIC314537978,237.5,E,1,0
70003077,PAX615739610,LOC2131117307,TIC1682937226,237.5,E,0,1
70004298,PAX1770828674,LOC415159521,TIC663617208,137.5,E,1,1
70004298,PAX506434874,LOC415159521,TIC778891034,137.5,E,1,1
70004298,PAX1878816362,LOC415159521,TIC920051631,137.5,E,1,1
70004298,PAX846248444,LOC415159521,TIC1942412373,137.5,E,1,1
70004298,PAX13346593,LOC415159521,TIC1407569103,137.5,E,1,1
70004298,PAX358271341,LOC415159521,TIC1655995073,137.5,E,1,1
70004298,PAX2053179157,LOC415159521,TIC746783507,137.5,E,1,1
70004298,PAX1243960080,LOC415159521,TIC1834998577,137.5,E,1,1
70004298,PAX1841822476,LOC415159521,TIC4762536,137.5,E,1,1
70004298,PAX1267017369,LOC415159521,TIC1240608742,137.5,E,1,1
70004298,PAX1756938331,LOC415159521,TIC881850998,137.5,E,1,1
70004298,PAX1154584560,LOC415159521,TIC713518698,137.5,E,1,1
70004298,PAX1113854935,LOC415159521,TIC842507856,137.5,E,1,1
70004298,PAX1696704709,LOC415159521,TIC1035709791,137.5,E,1,1
70004298,PAX773810240,LOC415159521,TIC1245113355,137.5,E,1,1
70004298,PAX5601493,LOC415159521,TIC75222124,137.5,E,1,1
70004298,PAX471887334,LOC415159521,TIC1020986606,137.5,E,1,1
70004298,PAX1798603707,LOC415159521,TIC625832849,137.5,E,1,1
70004298,PAX308629224,LOC85334603,TIC1831958368,237.5,E,1,0
70003077,PAX308629224,LOC85334603,TIC2141852500,237.5,E,0,1
70004298,PAX1057733289,LOC85334603,TIC612686512,237.5,E,1,0
70003077,PAX1057733289,LOC85334603,TIC2041069605,237.5,E,0,1
70004298,PAX228241502,LOC85334603,TIC172123889,237.5,E,1,0
70003077,PAX228241502,LOC85334603,TIC407400748,237.5,E,0,1
70004298,PAX2118703868,LOC85334603,TIC432134447,237.5,E,1,0
