id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
HEDSVDMV,LEH,CP,LEH,LEH,0,1200,0,0,0,28,49,ERJ
UKMOUMRO,LEH,FO,LEH,LEH,0,1200,0,0,0,20,44,ERJ
IWDMXVPJ,LEH,CSD,LEH,LEH,0,1200,0,0,0,24,48,ERJ
MQSXMRSS,LEH,ST,LEH,LEH,0,1200,0,0,0,24,56,ERJ
SBHPDEFE,LEH,ST,LEH,LEH,0,1200,0,0,0,26,58,ERJ
SFPLNWAR,TLS,CP,TLS,TLS,0,1200,0,0,0,22,47,CRJ
IJMVRIRO,TLS,FO,TLS,TLS,0,1200,0,0,0,29,57,CRJ
CTWUKPWT,TLS,CS,TLS,TLS,0,1200,0,0,0,22,52,CRJ
FLJJZHZX,TLS,ST,TLS,TLS,0,1200,0,0,0,29,52,CRJ
UOXSQWXC,TLS,ST,TLS,TLS,0,1200,0,0,0,24,56,CRJ
SAMGJJJF,BES,CP,BES,BES,0,1200,0,0,0,22,49,Airbus
ROHKAYWX,BES,FO,BES,BES,0,1200,0,0,0,29,55,Airbus
LVDAHXED,BES,CS,BES,BES,0,1200,0,0,0,20,44,Airbus
PINVXKJY,BES,CS,BES,BES,0,1200,0,0,0,24,41,Airbus
RUVWWWIW,BES,ST,BES,BES,0,1200,0,0,0,25,41,Airbus
MOFHEURO,BES,ST,BES,BES,0,1200,0,0,0,25,43,Airbus
MBDBHVHJ,BES,ST,BES,BES,0,1200,0,0,0,29,54,Airbus
GQQUZXTW,BES,ST,BES,BES,0,1200,0,0,0,27,42,Airbus
RCWPMMRL,BES,ST,BES,BES,0,1200,0,0,0,27,42,Airbus
HFYLTKPK,BES,ST,BES,BES,0,1200,0,0,0,23,41,Airbus
INSSRXIY,BES,CP,BES,BES,0,1200,0,0,0,20,53,ERJ
VFDCIPZE,BES,FO,BES,BES,0,1200,0,0,0,21,47,ERJ
JSVPGATI,BES,CSD,BES,BES,0,1200,0,0,0,28,42,ERJ
ISJIQHEL,BES,ST,BES,BES,0,1200,0,0,0,23,49,ERJ
RJUXLRIJ,BES,ST,BES,BES,0,1200,0,0,0,20,59,ERJ
KWTVINXP,CFR,CP,CFR,CFR,0,1200,0,0,0,21,59,ERJ
YRZOMNYE,CFR,FO,CFR,CFR,0,1200,0,0,0,23,40,ERJ
ORLAOLXO,CFR,CSD,CFR,CFR,0,1200,0,0,0,20,55,ERJ
NPZPJFQJ,CFR,ST,CFR,CFR,0,1200,0,0,0,24,58,ERJ
XAKSVVRA,CFR,ST,CFR,CFR,0,1200,0,0,0,28,48,ERJ
VPBYMQPN,PUF,CP,PUF,PUF,0,1200,0,0,0,23,51,Fokker
IYDXQVRR,PUF,FO,PUF,PUF,0,1200,0,0,0,24,41,Fokker
HKLQOQGY,PUF,CS,PUF,PUF,0,1200,0,0,0,29,52,Fokker
TFGNHXIG,PUF,ST,PUF,PUF,0,1200,0,0,0,22,47,Fokker
FEFKIHLX,PUF,ST,PUF,PUF,0,1200,0,0,0,24,59,Fokker
PJEULVMU,PUF,ST,PUF,PUF,0,1200,0,0,0,29,48,Fokker
VHVARQUW,RNS,CP,RNS,RNS,0,1200,0,0,0,27,44,Fokker
SRKZQKKD,RNS,FO,RNS,RNS,0,1200,0,0,0,28,51,Fokker
PUIOQYKQ,RNS,CS,RNS,RNS,0,1200,0,0,0,27,56,Fokker
GSFHPLNQ,RNS,ST,RNS,RNS,0,1200,0,0,0,26,52,Fokker
QITTECKD,RNS,ST,RNS,RNS,0,1200,0,0,0,22,55,Fokker
NAZFDMUY,RNS,ST,RNS,RNS,0,1200,0,0,0,21,51,Fokker
YEIRENLP,MLH,CP,MLH,MLH,0,1200,0,0,0,20,40,Airbus
ENDFEMUA,MLH,FO,MLH,MLH,0,1200,0,0,0,23,45,Airbus
ADJOAJBG,MLH,CS,MLH,MLH,0,1200,0,0,0,23,53,Airbus
RYNQKGVE,MLH,CS,MLH,MLH,0,1200,0,0,0,20,46,Airbus
QJMEWAKJ,MLH,ST,MLH,MLH,0,1200,0,0,0,29,51,Airbus
RUKXBDIF,MLH,ST,MLH,MLH,0,1200,0,0,0,25,49,Airbus
NMDENESV,MLH,ST,MLH,MLH,0,1200,0,0,0,27,57,Airbus
NTYAFVJU,MLH,ST,MLH,MLH,0,1200,0,0,0,26,46,Airbus
WZZGNSZR,MLH,ST,MLH,MLH,0,1200,0,0,0,27,44,Airbus
HSXWXIFE,MLH,ST,MLH,MLH,0,1200,0,0,0,21,59,Airbus
NQLZLJQR,MRS,CP,MRS,MRS,0,1200,0,0,0,28,52,Airbus
PMJDGWVZ,MRS,FO,MRS,MRS,0,1200,0,0,0,23,40,Airbus
ITWCLSAA,MRS,CS,MRS,MRS,0,1200,0,0,0,24,45,Airbus
UNBFXIEK,MRS,CS,MRS,MRS,0,1200,0,0,0,24,58,Airbus
XMQMRVQP,MRS,ST,MRS,MRS,0,1200,0,0,0,29,40,Airbus
MGIUQQBA,MRS,ST,MRS,MRS,0,1200,0,0,0,22,56,Airbus
ZHZBGWXP,MRS,ST,MRS,MRS,0,1200,0,0,0,27,42,Airbus
PAVKLJWZ,MRS,ST,MRS,MRS,0,1200,0,0,0,24,47,Airbus
KXGSQFSS,MRS,ST,MRS,MRS,0,1200,0,0,0,28,41,Airbus
CVTYHWYV,MRS,ST,MRS,MRS,0,1200,0,0,0,27,49,Airbus
QZXMDQWX,LIG,CP,LIG,LIG,0,1200,0,0,0,20,49,BAE
XPSWPAAF,LIG,FO,LIG,LIG,0,1200,0,0,0,29,51,BAE
RMPEZVOX,LIG,CSD,LIG,LIG,0,1200,0,0,0,21,41,BAE
LWQYWMPQ,LIG,ST,LIG,LIG,0,1200,0,0,0,26,54,BAE
VKXKQMXT,LIG,ST,LIG,LIG,0,1200,0,0,0,26,44,BAE
ZNWPKRUF,RNS,CP,RNS,RNS,0,1200,0,0,0,23,56,CRJ
PCVIWARJ,RNS,FO,RNS,RNS,0,1200,0,0,0,25,56,CRJ
ZNTKGPDZ,RNS,CS,RNS,RNS,0,1200,0,0,0,20,49,CRJ
UZMHAKJD,RNS,ST,RNS,RNS,0,1200,0,0,0,20,43,CRJ
RFCZDVJA,RNS,ST,RNS,RNS,0,1200,0,0,0,28,44,CRJ
YIMULYJB,AVN,CP,AVN,AVN,0,1200,0,0,0,20,56,ERJ
RCJHLMDM,AVN,FO,AVN,AVN,0,1200,0,0,0,26,53,ERJ
IMLCSJYF,AVN,CSD,AVN,AVN,0,1200,0,0,0,29,41,ERJ
MEUFNVTC,AVN,ST,AVN,AVN,0,1200,0,0,0,20,59,ERJ
VNFYBSCV,AVN,ST,AVN,AVN,0,1200,0,0,0,28,42,ERJ
