id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
NYTLCHZY,LEH,CP,LEH,LEH,0,1200,0,0,0,23,59,ERJ
OKLSWUQR,LEH,FO,LEH,LEH,0,1200,0,0,0,28,45,ERJ
WPDSISFO,LEH,CSD,LEH,LEH,0,1200,0,0,0,20,48,ERJ
UUMSGKGH,LEH,ST,LEH,LEH,0,1200,0,0,0,28,58,ERJ
OWLYHRJM,LEH,ST,LEH,LEH,0,1200,0,0,0,28,41,ERJ
DZNHIFYD,LEH,ST,LEH,LEH,0,1200,0,0,0,21,40,ERJ
ZWBKGEYN,TLS,CP,TLS,TLS,0,1200,0,0,0,29,59,CRJ
UEHCPRTD,TLS,FO,TLS,TLS,0,1200,0,0,0,26,50,CRJ
YTLCJGXI,TLS,CS,TLS,TLS,0,1200,0,0,0,26,41,CRJ
QODMXJLO,TLS,ST,TLS,TLS,0,1200,0,0,0,25,47,CRJ
TUDDWJNQ,TLS,ST,TLS,TLS,0,1200,0,0,0,25,57,CRJ
SSGEAIBX,BES,CP,BES,BES,0,1200,0,0,0,22,57,Airbus
CKFNKUXJ,BES,FO,BES,BES,0,1200,0,0,0,20,52,Airbus
HQRVVBSV,BES,CSD,BES,BES,0,1200,0,0,0,21,44,Airbus
PVKPUJEI,BES,CSD,BES,BES,0,1200,0,0,0,27,46,Airbus
IELMPBMI,BES,ST,BES,BES,0,1200,0,0,0,27,46,Airbus
QAQSPZLV,BES,ST,BES,BES,0,1200,0,0,0,22,50,Airbus
EKVHBFIN,BES,ST,BES,BES,0,1200,0,0,0,21,51,Airbus
IXVHYYXX,BES,ST,BES,BES,0,1200,0,0,0,22,54,Airbus
RTZFKCJG,BES,CP,BES,BES,0,1200,0,0,0,26,57,ERJ
FIGGCTER,BES,FO,BES,BES,0,1200,0,0,0,21,42,ERJ
QEDKDGTF,BES,CSD,BES,BES,0,1200,0,0,0,28,45,ERJ
XWMQYEFY,BES,ST,BES,BES,0,1200,0,0,0,26,59,ERJ
PLCWUFPS,BES,ST,BES,BES,0,1200,0,0,0,28,52,ERJ
LNQTGHVH,BES,ST,BES,BES,0,1200,0,0,0,29,52,ERJ
HZLDFNOZ,CFR,CP,CFR,CFR,0,1200,0,0,0,22,45,ERJ
YWXIZWLL,CFR,FO,CFR,CFR,0,1200,0,0,0,22,47,ERJ
WFGSFUJS,CFR,CSD,CFR,CFR,0,1200,0,0,0,22,55,ERJ
CGHFEWYA,CFR,ST,CFR,CFR,0,1200,0,0,0,26,59,ERJ
CLHTUYWA,CFR,ST,CFR,CFR,0,1200,0,0,0,27,55,ERJ
RMNJULKE,CFR,ST,CFR,CFR,0,1200,0,0,0,22,51,ERJ
BDRXFXRP,PUF,CP,PUF,PUF,0,1200,0,0,0,26,46,Fokker
KSSSWGJQ,PUF,FO,PUF,PUF,0,1200,0,0,0,28,58,Fokker
GHALCWYG,PUF,CSD,PUF,PUF,0,1200,0,0,0,23,58,Fokker
KUVPLDZQ,PUF,ST,PUF,PUF,0,1200,0,0,0,25,56,Fokker
ODCPUAHK,PUF,ST,PUF,PUF,0,1200,0,0,0,24,41,Fokker
ASPWYBHD,PUF,ST,PUF,PUF,0,1200,0,0,0,26,42,Fokker
WAYAYTBE,RNS,CP,RNS,RNS,0,1200,0,0,0,20,59,Fokker
DGLHUEBY,RNS,FO,RNS,RNS,0,1200,0,0,0,21,48,Fokker
JDERCSTV,RNS,CSD,RNS,RNS,0,1200,0,0,0,28,52,Fokker
LOUNHINW,RNS,ST,RNS,RNS,0,1200,0,0,0,21,56,Fokker
BRVWRAWZ,RNS,ST,RNS,RNS,0,1200,0,0,0,24,52,Fokker
PYMKLHXJ,RNS,ST,RNS,RNS,0,1200,0,0,0,24,56,Fokker
CMZPANZE,MLH,CP,MLH,MLH,0,1200,0,0,0,20,59,Airbus
IPJOGBSF,MLH,FO,MLH,MLH,0,1200,0,0,0,26,57,Airbus
ZGQUVUSY,MLH,CSD,MLH,MLH,0,1200,0,0,0,21,46,Airbus
JCBUINGY,MLH,CSD,MLH,MLH,0,1200,0,0,0,20,40,Airbus
PMLTUTYZ,MLH,ST,MLH,MLH,0,1200,0,0,0,24,49,Airbus
RXYOYXTR,MLH,ST,MLH,MLH,0,1200,0,0,0,25,53,Airbus
LBCIUEKK,MLH,ST,MLH,MLH,0,1200,0,0,0,28,56,Airbus
UITHBSDK,MLH,ST,MLH,MLH,0,1200,0,0,0,23,57,Airbus
ETQWNYAS,MRS,CP,MRS,MRS,0,1200,0,0,0,24,58,Airbus
CMHASCPB,MRS,FO,MRS,MRS,0,1200,0,0,0,27,57,Airbus
FXBLNYXI,MRS,CSD,MRS,MRS,0,1200,0,0,0,26,43,Airbus
GUUABOOL,MRS,CSD,MRS,MRS,0,1200,0,0,0,26,56,Airbus
CLPJKBKW,MRS,ST,MRS,MRS,0,1200,0,0,0,25,49,Airbus
DMOGXIYJ,MRS,ST,MRS,MRS,0,1200,0,0,0,23,47,Airbus
NEMWFMUX,MRS,ST,MRS,MRS,0,1200,0,0,0,20,53,Airbus
AXPZJVJI,MRS,ST,MRS,MRS,0,1200,0,0,0,24,51,Airbus
BYWVMHEL,LIG,CP,LIG,LIG,0,1200,0,0,0,21,52,BAE
TWMLXPJY,LIG,FO,LIG,LIG,0,1200,0,0,0,22,52,BAE
KNYTFNRJ,LIG,CSD,LIG,LIG,0,1200,0,0,0,20,59,BAE
GEZLEMWD,LIG,ST,LIG,LIG,0,1200,0,0,0,23,59,BAE
CLBWDHFL,LIG,ST,LIG,LIG,0,1200,0,0,0,25,44,BAE
MLCSMUEV,LIG,ST,LIG,LIG,0,1200,0,0,0,24,46,BAE
