airport,start,finish,capacity,type,misuse_penalty
AJA,2006-01-07T05:00,2006-01-07T06:00,1,t
AJA,2006-01-07T10:00,2006-01-07T11:00,1,l
AJA,2006-01-07T13:00,2006-01-07T14:00,1,l
AJA,2006-01-07T14:00,2006-01-07T15:00,1,t
AJA,2006-01-07T18:00,2006-01-07T19:00,1,l
AJA,2006-01-07T19:00,2006-01-07T20:00,1,t
AMS,2006-01-07T07:00,2006-01-07T08:00,1,l
AMS,2006-01-07T08:00,2006-01-07T09:00,1,t
AMS,2006-01-07T13:00,2006-01-07T14:00,1,l
AMS,2006-01-07T14:00,2006-01-07T15:00,2,t
AMS,2006-01-07T18:00,2006-01-07T19:00,1,l
AMS,2006-01-07T19:00,2006-01-07T20:00,1,t
AMS,2006-01-07T19:00,2006-01-07T20:00,1,l
AMS,2006-01-07T20:00,2006-01-07T21:00,1,t
AVN,2006-01-07T05:00,2006-01-07T06:00,1,t
AVN,2006-01-07T09:00,2006-01-07T10:00,1,l
AVN,2006-01-07T10:00,2006-01-07T11:00,1,t
AVN,2006-01-07T13:00,2006-01-07T14:00,1,l
BES,2006-01-07T05:00,2006-01-07T06:00,2,t
BES,2006-01-07T06:00,2006-01-07T07:00,1,t
BES,2006-01-07T09:00,2006-01-07T10:00,1,l
BES,2006-01-07T10:00,2006-01-07T11:00,1,t
BES,2006-01-07T11:00,2006-01-07T12:00,1,t
BES,2006-01-07T12:00,2006-01-07T13:00,1,t
BES,2006-01-07T10:00,2006-01-07T11:00,1,l
BES,2006-01-07T11:00,2006-01-07T12:00,1,l
BES,2006-01-07T12:00,2006-01-07T13:00,1,l
BES,2006-01-07T13:00,2006-01-07T14:00,1,t
BES,2006-01-07T14:00,2006-01-07T15:00,1,l
BES,2006-01-07T15:00,2006-01-07T16:00,1,l
BES,2006-01-07T16:00,2006-01-07T17:00,1,t
BES,2006-01-07T16:00,2006-01-07T17:00,1,l
BES,2006-01-07T17:00,2006-01-07T18:00,1,t
BES,2006-01-07T21:00,2006-01-07T22:00,1,l
BIA,2006-01-07T05:00,2006-01-07T06:00,1,t
BIA,2006-01-07T10:00,2006-01-07T11:00,1,l
BIA,2006-01-07T11:00,2006-01-07T12:00,1,t
BIA,2006-01-07T15:00,2006-01-07T16:00,1,t
BIA,2006-01-07T15:00,2006-01-07T16:00,1,l
BIA,2006-01-07T18:00,2006-01-07T19:00,1,l
BIA,2006-01-07T19:00,2006-01-07T20:00,1,t
BIA,2006-01-07T20:00,2006-01-07T21:00,1,l
BIQ,2006-01-07T05:00,2006-01-07T06:00,1,t
BIQ,2006-01-07T06:00,2006-01-07T07:00,1,t
BIQ,2006-01-07T09:00,2006-01-07T10:00,1,t
BIQ,2006-01-07T09:00,2006-01-07T10:00,1,l
BIQ,2006-01-07T12:00,2006-01-07T13:00,1,t
BIQ,2006-01-07T12:00,2006-01-07T13:00,1,l
BIQ,2006-01-07T14:00,2006-01-07T15:00,1,l
BIQ,2006-01-07T16:00,2006-01-07T17:00,1,t
BIQ,2006-01-07T17:00,2006-01-07T18:00,1,l
BIQ,2006-01-07T18:00,2006-01-07T19:00,1,t
BIQ,2006-01-07T19:00,2006-01-07T20:00,1,l
BIQ,2006-01-07T20:00,2006-01-07T21:00,1,t
BIQ,2006-01-07T21:00,2006-01-07T22:00,2,l
BOD,2006-01-07T05:00,2006-01-07T06:00,1,t
BOD,2006-01-07T06:00,2006-01-07T07:00,1,t
BOD,2006-01-07T07:00,2006-01-07T08:00,1,t
BOD,2006-01-07T08:00,2006-01-07T09:00,1,t
BOD,2006-01-07T09:00,2006-01-07T10:00,1,t
BOD,2006-01-07T10:00,2006-01-07T11:00,1,t
BOD,2006-01-07T11:00,2006-01-07T12:00,1,t
BOD,2006-01-07T07:00,2006-01-07T08:00,1,l
BOD,2006-01-07T08:00,2006-01-07T09:00,1,l
BOD,2006-01-07T09:00,2006-01-07T10:00,1,l
BOD,2006-01-07T10:00,2006-01-07T11:00,1,l
BOD,2006-01-07T11:00,2006-01-07T12:00,1,l
BOD,2006-01-07T12:00,2006-01-07T13:00,1,t
BOD,2006-01-07T13:00,2006-01-07T14:00,1,l
BOD,2006-01-07T14:00,2006-01-07T15:00,1,t
BOD,2006-01-07T14:00,2006-01-07T15:00,1,l
BOD,2006-01-07T15:00,2006-01-07T16:00,1,t
BOD,2006-01-07T16:00,2006-01-07T17:00,1,t
BOD,2006-01-07T16:00,2006-01-07T17:00,1,l
BOD,2006-01-07T17:00,2006-01-07T18:00,1,t
BOD,2006-01-07T18:00,2006-01-07T19:00,1,l
BOD,2006-01-07T19:00,2006-01-07T20:00,1,t
BOD,2006-01-07T19:00,2006-01-07T20:00,1,l
BOD,2006-01-07T20:00,2006-01-07T21:00,1,l
CDG,2006-01-07T06:00,2006-01-07T07:00,2,t
CDG,2006-01-07T06:00,2006-01-07T07:00,3,l
CDG,2006-01-07T07:00,2006-01-07T08:00,1,t
CDG,2006-01-07T07:00,2006-01-07T08:00,3,l
CDG,2006-01-07T08:00,2006-01-07T09:00,3,t
CDG,2006-01-07T08:00,2006-01-07T09:00,2,l
CDG,2006-01-07T09:00,2006-01-07T10:00,3,t
CDG,2006-01-07T10:00,2006-01-07T11:00,1,t
CDG,2006-01-07T10:00,2006-01-07T11:00,3,l
CDG,2006-01-07T11:00,2006-01-07T12:00,3,t
CDG,2006-01-07T11:00,2006-01-07T12:00,5,l
CDG,2006-01-07T12:00,2006-01-07T13:00,4,t
CDG,2006-01-07T12:00,2006-01-07T13:00,1,l
CDG,2006-01-07T13:00,2006-01-07T14:00,2,t
CDG,2006-01-07T13:00,2006-01-07T14:00,3,l
CDG,2006-01-07T14:00,2006-01-07T15:00,2,t
CDG,2006-01-07T14:00,2006-01-07T15:00,2,l
CDG,2006-01-07T15:00,2006-01-07T16:00,1,t
CDG,2006-01-07T15:00,2006-01-07T16:00,2,l
CDG,2006-01-07T16:00,2006-01-07T17:00,1,t
CDG,2006-01-07T16:00,2006-01-07T17:00,3,l
CDG,2006-01-07T17:00,2006-01-07T18:00,4,t
CDG,2006-01-07T17:00,2006-01-07T18:00,2,l
CDG,2006-01-07T18:00,2006-01-07T19:00,1,t
CDG,2006-01-07T18:00,2006-01-07T19:00,2,l
CDG,2006-01-07T19:00,2006-01-07T20:00,2,t
CDG,2006-01-07T19:00,2006-01-07T20:00,1,l
CDG,2006-01-07T20:00,2006-01-07T21:00,4,t
CDG,2006-01-07T21:00,2006-01-07T22:00,2,l
CFE,2006-01-07T05:00,2006-01-07T06:00,1,t
CFE,2006-01-07T08:00,2006-01-07T09:00,1,t
CFE,2006-01-07T09:00,2006-01-07T10:00,1,t
CFE,2006-01-07T08:00,2006-01-07T09:00,1,l
CFE,2006-01-07T09:00,2006-01-07T10:00,1,l
CFE,2006-01-07T15:00,2006-01-07T16:00,1,l
CFE,2006-01-07T16:00,2006-01-07T17:00,1,t
CFE,2006-01-07T17:00,2006-01-07T18:00,1,l
CFE,2006-01-07T20:00,2006-01-07T21:00,1,l
CFR,2006-01-07T05:00,2006-01-07T06:00,1,t
CFR,2006-01-07T08:00,2006-01-07T09:00,1,l
CFR,2006-01-07T12:00,2006-01-07T13:00,1,t
CFR,2006-01-07T16:00,2006-01-07T17:00,1,l
CLY,2006-01-07T09:00,2006-01-07T10:00,1,l
CLY,2006-01-07T10:00,2006-01-07T11:00,1,t
ETZ,2006-01-07T07:00,2006-01-07T08:00,1,t
ETZ,2006-01-07T09:00,2006-01-07T10:00,1,l
ETZ,2006-01-07T14:00,2006-01-07T15:00,1,t
ETZ,2006-01-07T20:00,2006-01-07T21:00,1,l
FSC,2006-01-07T07:00,2006-01-07T08:00,1,t
FSC,2006-01-07T11:00,2006-01-07T12:00,1,l
FSC,2006-01-07T12:00,2006-01-07T13:00,1,t
FSC,2006-01-07T18:00,2006-01-07T19:00,1,l
LDE,2006-01-07T06:00,2006-01-07T07:00,1,t
LDE,2006-01-07T10:00,2006-01-07T11:00,1,t
LDE,2006-01-07T10:00,2006-01-07T11:00,1,l
LDE,2006-01-07T14:00,2006-01-07T15:00,1,l
LEH,2006-01-07T05:00,2006-01-07T06:00,1,t
LEH,2006-01-07T09:00,2006-01-07T10:00,1,t
LEH,2006-01-07T09:00,2006-01-07T10:00,1,l
LEH,2006-01-07T15:00,2006-01-07T16:00,1,t
LEH,2006-01-07T15:00,2006-01-07T16:00,1,l
LEH,2006-01-07T19:00,2006-01-07T20:00,1,l
LGW,2006-01-07T07:00,2006-01-07T08:00,1,t
LGW,2006-01-07T07:00,2006-01-07T08:00,1,l
LIG,2006-01-07T05:00,2006-01-07T06:00,1,t
LIG,2006-01-07T09:00,2006-01-07T10:00,1,l
LIG,2006-01-07T10:00,2006-01-07T11:00,1,t
LIG,2006-01-07T13:00,2006-01-07T14:00,1,l
LIG,2006-01-07T20:00,2006-01-07T21:00,1,l
LIL,2006-01-07T05:00,2006-01-07T06:00,1,t
LIL,2006-01-07T08:00,2006-01-07T09:00,1,l
