leg_id,passenger_id,pnr_locator,ticket_id,price,cabin_class,is_start,is_end
70004296,PAX1994176702,LOC651515798,TIC655032768,137.5,E,1,1
70004296,PAX563241343,LOC651515798,TIC925463346,137.5,E,1,1
70004296,PAX501535519,LOC651515798,TIC1015241386,137.5,E,1,1
70004296,PAX155776616,LOC651515798,TIC1776716537,137.5,E,1,1
70004296,PAX738715917,LOC651515798,TIC1051014491,137.5,E,1,1
70004296,PAX1651704207,LOC651515798,TIC5492483,137.5,E,1,1
70004296,PAX835999845,LOC651515798,TIC2045143980,137.5,E,1,1
70004296,PAX334308037,LOC651515798,TIC229859707,137.5,E,1,1
70004296,PAX1952373887,LOC651515798,TIC1976496347,137.5,E,1,1
70004296,PAX1708646596,LOC651515798,TIC1648217218,137.5,E,1,1
70004296,PAX902755180,LOC651515798,TIC1416052027,137.5,E,1,1
70004296,PAX1279613649,LOC651515798,TIC2057915672,137.5,E,1,1
70004296,PAX2052819091,LOC651515798,TIC1400590912,137.5,E,1,1
70004296,PAX46941125,LOC651515798,TIC717098503,137.5,E,1,1
70004296,PAX1369513703,LOC651515798,TIC1676714327,137.5,E,1,1
70004296,PAX182928797,LOC651515798,TIC544226708,137.5,E,1,1
70004296,PAX1315542804,LOC651515798,TIC859401372,137.5,E,1,1
70004296,PAX701209789,LOC651515798,TIC122015766,137.5,E,1,1
70004296,PAX420803824,LOC651515798,TIC989957054,137.5,E,1,1
70004296,PAX631889057,LOC651515798,TIC1885061244,137.5,E,1,1
70004296,PAX622634063,LOC651515798,TIC876472676,137.5,E,1,1
70004296,PAX1199394765,LOC651515798,TIC260423415,137.5,E,1,1
70004296,PAX17358769,LOC651515798,TIC720440718,137.5,E,1,1
70004296,PAX278375954,LOC651515798,TIC415242537,137.5,E,1,1
70004296,PAX778578672,LOC651515798,TIC115530521,137.5,E,1,1
70004296,PAX1447109682,LOC651515798,TIC998870705,137.5,E,1,1
70004296,PAX438992339,LOC651515798,TIC175048489,137.5,E,1,1
70004296,PAX471594118,LOC651515798,TIC2074807201,137.5,E,1,1
70004296,PAX388186092,LOC651515798,TIC1281043773,137.5,E,1,1
70004296,PAX237983783,LOC651515798,TIC187130281,137.5,E,1,1
70004296,PAX48296135,LOC651515798,TIC1652761694,137.5,E,1,1
70004296,PAX878504176,LOC651515798,TIC486411840,137.5,E,1,1
70004296,PAX1962919317,LOC651515798,TIC798285860,137.5,E,1,1
70004296,PAX481190348,LOC651515798,TIC1067285768,137.5,E,1,1
70004296,PAX1558080671,LOC651515798,TIC626269580,137.5,E,1,1
70004296,PAX820870207,LOC651515798,TIC198958486,137.5,E,1,1
70004296,PAX1826882553,LOC651515798,TIC590168851,137.5,E,1,1
70004296,PAX839295819,LOC651515798,TIC2071055675,137.5,E,1,1
70004296,PAX1846095422,LOC651515798,TIC1832756163,137.5,E,1,1
70004296,PAX130016732,LOC651515798,TIC1470036448,137.5,E,1,1
70004296,PAX1526835369,LOC651515798,TIC1054728978,137.5,E,1,1
70004296,PAX2037984085,LOC651515798,TIC1895839941,137.5,E,1,1
70004296,PAX1165488365,LOC651515798,TIC15357032,137.5,E,1,1
70004296,PAX361937597,LOC651515798,TIC1968306221,137.5,E,1,1
70004296,PAX1126749054,LOC651515798,TIC907984248,137.5,E,1,1
70004296,PAX772665981,LOC651515798,TIC2024900094,137.5,E,1,1
70004296,PAX2061141992,LOC651515798,TIC1419845315,137.5,E,1,1
70004296,PAX219128171,LOC651515798,TIC1881599973,137.5,E,1,1
70004296,PAX1157349813,LOC651515798,TIC2107524505,137.5,E,1,1
