crew_id,code,type,leg_id,rank,start,finish,airport,pairing
TQRQOMPH,code,L,70002597,CP,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
TQRQOMPH,code,L,70002598,CP,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
TQRQOMPH,code,L,70002599,CP,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
TQRQOMPH,code,L,70002600,CP,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
TQRQOMPH,code,L,70002601,CP,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
TQRQOMPH,code,L,70002602,CP,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
TQRQOMPH,code,L,70002603,CP,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
TQRQOMPH,code,L,70002604,CP,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
JQIOWKFI,code,L,70002597,FO,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
JQIOWKFI,code,L,70002598,FO,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
JQIOWKFI,code,L,70002599,FO,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
JQIOWKFI,code,L,70002600,FO,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
JQIOWKFI,code,L,70002601,FO,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
JQIOWKFI,code,L,70002602,FO,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
JQIOWKFI,code,L,70002603,FO,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
JQIOWKFI,code,L,70002604,FO,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
LFHOAZBG,code,L,70002597,CS,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
LFHOAZBG,code,L,70002598,CS,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
LFHOAZBG,code,L,70002599,CS,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
LFHOAZBG,code,L,70002600,CS,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
LFHOAZBG,code,L,70002601,CS,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
LFHOAZBG,code,L,70002602,CS,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
LFHOAZBG,code,L,70002603,CS,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
LFHOAZBG,code,L,70002604,CS,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
FPRUVPDO,code,L,70002597,ST,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
FPRUVPDO,code,L,70002598,ST,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
FPRUVPDO,code,L,70002599,ST,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
FPRUVPDO,code,L,70002600,ST,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
FPRUVPDO,code,L,70002601,ST,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
FPRUVPDO,code,L,70002602,ST,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
FPRUVPDO,code,L,70002603,ST,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
FPRUVPDO,code,L,70002604,ST,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
WCNBFWZH,code,L,70002597,ST,2006-01-07T04:00,2006-01-07T05:20,LEH,2022406920
WCNBFWZH,code,L,70002598,ST,2006-01-07T05:40,2006-01-07T07:00,URO,2022406920
WCNBFWZH,code,L,70002599,ST,2006-01-07T07:40,2006-01-07T09:10,LYS,2022406920
WCNBFWZH,code,L,70002600,ST,2006-01-07T09:30,2006-01-07T09:50,LEH,2022406920
WCNBFWZH,code,L,70002601,ST,2006-01-07T15:00,2006-01-07T15:20,URO,2022406920
WCNBFWZH,code,L,70002602,ST,2006-01-07T15:40,2006-01-07T17:10,LEH,2022406920
WCNBFWZH,code,L,70002603,ST,2006-01-07T17:50,2006-01-07T19:10,LYS,2022406920
WCNBFWZH,code,L,70002604,ST,2006-01-07T19:30,2006-01-07T20:35,URO,2022406920
YACNNDCV,code,L,70005123,CP,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
YACNNDCV,code,L,70005124,CP,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
OMSSECLZ,code,L,70005123,FO,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
OMSSECLZ,code,L,70005124,FO,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
BOMYMLUH,code,L,70005123,CSD,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
BOMYMLUH,code,L,70005124,CSD,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
OPCNSRKB,code,L,70005123,ST,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
OPCNSRKB,code,L,70005124,ST,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
VHPMGDNE,code,L,70005123,ST,2006-01-07T04:05,2006-01-07T07:20,TLS,2138821259
VHPMGDNE,code,L,70005124,ST,2006-01-07T08:25,2006-01-07T11:05,AMS,2138821259
DEPAIHHL,code,L,70004600,CP,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
DEPAIHHL,code,L,70004599,CP,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
BAVANIIT,code,L,70004600,FO,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
BAVANIIT,code,L,70004599,FO,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
VPDKAXNF,code,L,70004600,CS,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
VPDKAXNF,code,L,70004599,CS,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
MBYHFBEB,code,L,70004600,CS,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
MBYHFBEB,code,L,70004599,CS,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
BDLJIBIO,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
BDLJIBIO,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
EZIFJTTW,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
EZIFJTTW,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
IEQQEKJG,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
IEQQEKJG,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
OQUNGQZD,code,L,70004600,ST,2006-01-07T04:25,2006-01-07T06:45,BES,2125508764
OQUNGQZD,code,L,70004599,ST,2006-01-07T09:30,2006-01-07T11:30,CDG,2125508764
NUSJTJLU,code,L,70002653,CP,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
NUSJTJLU,code,L,70002654,CP,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
NUSJTJLU,code,L,70002657,CP,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
NUSJTJLU,code,L,70002658,CP,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
ZKBTFOCE,code,L,70002653,FO,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
ZKBTFOCE,code,L,70002654,FO,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
ZKBTFOCE,code,L,70002657,FO,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
ZKBTFOCE,code,L,70002658,FO,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
UDIXLPJL,code,L,70002653,CS,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
UDIXLPJL,code,L,70002654,CS,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
UDIXLPJL,code,L,70002657,CS,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
UDIXLPJL,code,L,70002658,CS,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
HHREPHLO,code,L,70002653,ST,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
HHREPHLO,code,L,70002654,ST,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
HHREPHLO,code,L,70002657,ST,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
HHREPHLO,code,L,70002658,ST,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
SVDUXMGY,code,L,70002653,ST,2006-01-07T04:25,2006-01-07T06:55,BES,1501688522
SVDUXMGY,code,L,70002654,ST,2006-01-07T07:40,2006-01-07T09:15,LYS,1501688522
SVDUXMGY,code,L,70002657,ST,2006-01-07T10:05,2006-01-07T11:45,BES,1501688522
SVDUXMGY,code,L,70002658,ST,2006-01-07T12:25,2006-01-07T14:50,MRS,1501688522
YPUKRMUP,code,L,70002587,CP,2006-01-07T04:25,2006-01-07T06:35,CFR,48190158
YPUKRMUP,code,L,70002588,CP,2006-01-07T07:40,2006-01-07T09:40,LYS,48190158
WJBTLQIL,code,L,70002587,FO,2006-01-07T04:25,2006-01-07T06:35,CFR,48190158
WJBTLQIL,code,L,70002588,FO,2006-01-07T07:40,2006-01-07T09:40,LYS,48190158
XTIFXZVP,code,L,70002587,CS,2006-01-07T04:25,2006-01-07T06:35,CFR,48190158
XTIFXZVP,code,L,70002588,CS,2006-01-07T07:40,2006-01-07T09:40,LYS,48190158
NWWBRGLM,code,L,70002587,ST,2006-01-07T04:25,2006-01-07T06:35,CFR,48190158
NWWBRGLM,code,L,70002588,ST,2006-01-07T07:40,2006-01-07T09:40,LYS,48190158
EKYASVJS,code,L,70002587,ST,2006-01-07T04:25,2006-01-07T06:35,CFR,48190158
EKYASVJS,code,L,70002588,ST,2006-01-07T07:40,2006-01-07T09:40,LYS,48190158
MPNBMATH,code,L,70004636,CP,2006-01-07T04:25,2006-01-07T06:55,PUF,2138614433
MPNBMATH,code,L,70004639,CP,2006-01-07T07:30,2006-01-07T09:45,CDG,2138614433
MQMGAIUO,code,L,70004636,FO,2006-01-07T04:25,2006-01-07T06:55,PUF,2138614433
MQMGAIUO,code,L,70004639,FO,2006-01-07T07:30,2006-01-07T09:45,CDG,2138614433
WDXYRYVU,code,L,70004636,CS,2006-01-07T04:25,2006-01-07T06:55,PUF,2138614433
WDXYRYVU,code,L,70004639,CS,2006-01-07T07:30,2006-01-07T09:45,CDG,2138614433
PPKXPKGO,code,L,70004636,ST,2006-01-07T04:25,2006-01-07T06:55,PUF,2138614433
PPKXPKGO,code,L,70004639,ST,2006-01-07T07:30,2006-01-07T09:45,CDG,2138614433
BUVTNKOB,code,L,70004636,ST,2006-01-07T04:25,2006-01-07T06:55,PUF,2138614433
BUVTNKOB,code,L,70004639,ST,2006-01-07T07:30,2006-01-07T09:45,CDG,2138614433
CIKLNUOI,code,L,70002583,CP,2006-01-07T04:25,2006-01-07T06:25,RNS,1816610767
CIKLNUOI,code,L,70004543,CP,2006-01-07T10:25,2006-01-07T11:50,CDG,1816610767
CIKLNUOI,code,L,70004546,CP,2006-01-07T12:40,2006-01-07T14:10,MPL,1816610767
CIKLNUOI,code,L,70002586,CP,2006-01-07T19:00,2006-01-07T20:40,CDG,1816610767
WYNXMZGQ,code,L,70002583,FO,2006-01-07T04:25,2006-01-07T06:25,RNS,1816610767
WYNXMZGQ,code,L,70004543,FO,2006-01-07T10:25,2006-01-07T11:50,CDG,1816610767
