id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
TQRQOMPH,LEH,CP,LEH,LEH,0,1200,0,0,0,23,58,ERJ
JQIOWKFI,LEH,FO,LEH,LEH,0,1200,0,0,0,28,49,ERJ
LFHOAZBG,LEH,CS,LEH,LEH,0,1200,0,0,0,20,56,ERJ
FPRUVPDO,LEH,ST,LEH,LEH,0,1200,0,0,0,20,43,ERJ
WCNBFWZH,LEH,ST,LEH,LEH,0,1200,0,0,0,22,53,ERJ
YACNNDCV,TLS,CP,TLS,TLS,0,1200,0,0,0,24,53,CRJ
OMSSECLZ,TLS,FO,TLS,TLS,0,1200,0,0,0,27,49,CRJ
BOMYMLUH,TLS,CSD,TLS,TLS,0,1200,0,0,0,20,45,CRJ
OPCNSRKB,TLS,ST,TLS,TLS,0,1200,0,0,0,20,55,CRJ
VHPMGDNE,TLS,ST,TLS,TLS,0,1200,0,0,0,27,44,CRJ
DEPAIHHL,BES,CP,BES,BES,0,1200,0,0,0,27,50,Airbus
BAVANIIT,BES,FO,BES,BES,0,1200,0,0,0,29,48,Airbus
VPDKAXNF,BES,CS,BES,BES,0,1200,0,0,0,25,55,Airbus
MBYHFBEB,BES,CS,BES,BES,0,1200,0,0,0,23,43,Airbus
BDLJIBIO,BES,ST,BES,BES,0,1200,0,0,0,22,44,Airbus
EZIFJTTW,BES,ST,BES,BES,0,1200,0,0,0,29,57,Airbus
IEQQEKJG,BES,ST,BES,BES,0,1200,0,0,0,24,56,Airbus
OQUNGQZD,BES,ST,BES,BES,0,1200,0,0,0,25,50,Airbus
NUSJTJLU,BES,CP,BES,BES,0,1200,0,0,0,27,51,ERJ
ZKBTFOCE,BES,FO,BES,BES,0,1200,0,0,0,24,48,ERJ
UDIXLPJL,BES,CS,BES,BES,0,1200,0,0,0,25,49,ERJ
HHREPHLO,BES,ST,BES,BES,0,1200,0,0,0,25,49,ERJ
SVDUXMGY,BES,ST,BES,BES,0,1200,0,0,0,28,58,ERJ
YPUKRMUP,CFR,CP,CFR,CFR,0,1200,0,0,0,26,51,ERJ
WJBTLQIL,CFR,FO,CFR,CFR,0,1200,0,0,0,28,59,ERJ
XTIFXZVP,CFR,CS,CFR,CFR,0,1200,0,0,0,21,40,ERJ
