id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
TFADEGLZ,LEH,CP,LEH,LEH,0,1200,0,0,0,23,57,ERJ
NXCVDOMN,LEH,FO,LEH,LEH,0,1200,0,0,0,22,50,ERJ
KWMAURKS,LEH,CS,LEH,LEH,0,1200,0,0,0,20,59,ERJ
RZOHYJZY,LEH,ST,LEH,LEH,0,1200,0,0,0,27,48,ERJ
MFHPFQMU,LEH,ST,LEH,LEH,0,1200,0,0,0,21,58,ERJ
QKWLMWNF,LEH,ST,LEH,LEH,0,1200,0,0,0,23,46,ERJ
FDNTKTPT,TLS,CP,TLS,TLS,0,1200,0,0,0,27,49,CRJ
YDNVHUNJ,TLS,FO,TLS,TLS,0,1200,0,0,0,27,51,CRJ
HXGQRZXB,TLS,CSD,TLS,TLS,0,1200,0,0,0,20,41,CRJ
HDFJENIJ,TLS,ST,TLS,TLS,0,1200,0,0,0,20,55,CRJ
HDZTHODA,TLS,ST,TLS,TLS,0,1200,0,0,0,22,41,CRJ
ICDGTQVO,BES,CP,BES,BES,0,1200,0,0,0,27,57,Airbus
OMOMVLWG,BES,FO,BES,BES,0,1200,0,0,0,29,55,Airbus
AHHVDBJX,BES,CS,BES,BES,0,1200,0,0,0,21,51,Airbus
ZHOARQXJ,BES,CS,BES,BES,0,1200,0,0,0,26,49,Airbus
ZIGFTENT,BES,ST,BES,BES,0,1200,0,0,0,24,53,Airbus
XWCJMEWR,BES,ST,BES,BES,0,1200,0,0,0,28,46,Airbus
MYAKHHPV,BES,ST,BES,BES,0,1200,0,0,0,26,44,Airbus
CJQMUMGM,BES,ST,BES,BES,0,1200,0,0,0,24,51,Airbus
XBJXWEAS,BES,ST,BES,BES,0,1200,0,0,0,27,44,Airbus
ZQFIGEQX,BES,ST,BES,BES,0,1200,0,0,0,21,41,Airbus
ZAXCCFIH,BES,CP,BES,BES,0,1200,0,0,0,28,58,ERJ
QEQFBSWJ,BES,FO,BES,BES,0,1200,0,0,0,26,40,ERJ
XLLQDBBF,BES,CS,BES,BES,0,1200,0,0,0,29,51,ERJ
VMCRZXKU,BES,ST,BES,BES,0,1200,0,0,0,22,46,ERJ
EBMNYOGO,BES,ST,BES,BES,0,1200,0,0,0,23,47,ERJ
TDCTIVSI,BES,ST,BES,BES,0,1200,0,0,0,28,41,ERJ
FRYONESR,CFR,CP,CFR,CFR,0,1200,0,0,0,24,56,ERJ
GXMPRNJL,CFR,FO,CFR,CFR,0,1200,0,0,0,23,50,ERJ
