leg_id,passenger_id,pnr_locator,ticket_id,price,cabin_class,is_start,is_end
70004344,PAX931517696,LOC940960357,TIC1335066828,200.0,E,1,1
70004344,PAX177089432,LOC940960357,TIC490610197,200.0,E,1,1
70004344,PAX708152359,LOC940960357,TIC911594723,200.0,E,1,1
70004344,PAX1810821779,LOC940960357,TIC968673054,200.0,E,1,1
70004344,PAX1475885321,LOC940960357,TIC29614004,200.0,E,1,1
70004344,PAX1401238182,LOC940960357,TIC1743468145,200.0,E,1,1
70004344,PAX1085142853,LOC940960357,TIC1558666196,200.0,E,1,1
70004344,PAX2086999850,LOC940960357,TIC1857094843,200.0,E,1,1
70004344,PAX1268398737,LOC940960357,TIC1067605505,200.0,E,1,1
70004344,PAX1919006237,LOC940960357,TIC1186089013,200.0,E,1,1
70004344,PAX808008664,LOC185393003,TIC692577942,287.5,E,1,0
70004333,PAX808008664,LOC185393003,TIC1211389350,287.5,E,0,1
70004344,PAX1305214338,LOC185393003,TIC592811180,287.5,E,1,0
70004333,PAX1305214338,LOC185393003,TIC640264155,287.5,E,0,1
70004344,PAX1493426038,LOC185393003,TIC1734517250,287.5,E,1,0
70004333,PAX1493426038,LOC185393003,TIC2036742961,287.5,E,0,1
70004344,PAX1752933252,LOC809411875,TIC805977138,200.0,E,1,1
70004344,PAX770377981,LOC809411875,TIC629206315,200.0,E,1,1
70004344,PAX632634719,LOC809411875,TIC1153650759,200.0,E,1,1
70004344,PAX836593604,LOC809411875,TIC1122538963,200.0,E,1,1
70004344,PAX60179847,LOC809411875,TIC885107146,200.0,E,1,1
70004344,PAX1964829849,LOC809411875,TIC841566836,200.0,E,1,1
70004344,PAX1524794200,LOC809411875,TIC1288661476,200.0,E,1,1
70004344,PAX2044257829,LOC809411875,TIC356768697,200.0,E,1,1
70004344,PAX1346883708,LOC809411875,TIC300725446,200.0,E,1,1
70004344,PAX687792268,LOC809411875,TIC2105001490,200.0,E,1,1
70004344,PAX396972018,LOC809411875,TIC670702302,200.0,E,1,1
70004344,PAX565458567,LOC809411875,TIC660411646,200.0,E,1,1
70004344,PAX271954025,LOC809411875,TIC1792439167,200.0,E,1,1
70004344,PAX1978171210,LOC809411875,TIC1953279202,200.0,E,1,1
70004344,PAX528050752,LOC809411875,TIC1806458248,200.0,E,1,1
70004344,PAX121051944,LOC809411875,TIC661330353,200.0,E,1,1
70004344,PAX1487940942,LOC118536202,TIC883009382,287.5,E,1,0
70004333,PAX1487940942,LOC118536202,TIC1739543373,287.5,E,0,1
70004344,PAX1466352324,LOC118536202,TIC688236522,287.5,E,1,0
70004333,PAX1466352324,LOC118536202,TIC1808224186,287.5,E,0,1
70004344,PAX1646535604,LOC872705769,TIC1301787165,287.5,E,1,0
70004347,PAX1646535604,LOC872705769,TIC1333295399,287.5,E,0,1
70004344,PAX344010276,LOC1786601821,TIC2072386126,287.5,E,1,0
70004351,PAX344010276,LOC1786601821,TIC2091166291,287.5,E,0,1
70004344,PAX1907386759,LOC1800615219,TIC1037514763,500.0,E,1,0
70004225,PAX1907386759,LOC1800615219,TIC1282363261,500.0,E,0,0
70004238,PAX1907386759,LOC1800615219,TIC848964936,500.0,E,0,0
70004347,PAX1907386759,LOC1800615219,TIC676434853,500.0,E,0,1
70004344,PAX316655353,LOC1800615219,TIC1457734553,500.0,E,1,0
70004225,PAX316655353,LOC1800615219,TIC359044349,500.0,E,0,0
70004238,PAX316655353,LOC1800615219,TIC1495825787,500.0,E,0,0
70004347,PAX316655353,LOC1800615219,TIC1549925368,500.0,E,0,1
70004344,PAX683604789,LOC1800615219,TIC353237094,500.0,E,1,0
70004225,PAX683604789,LOC1800615219,TIC855341509,500.0,E,0,0
70004238,PAX683604789,LOC1800615219,TIC572180239,500.0,E,0,0
70004347,PAX683604789,LOC1800615219,TIC1905151100,500.0,E,0,1
70004344,PAX1626749636,LOC1800615219,TIC477535240,500.0,E,1,0
70004225,PAX1626749636,LOC1800615219,TIC1566299163,500.0,E,0,0
70004238,PAX1626749636,LOC1800615219,TIC59944542,500.0,E,0,0
70004347,PAX1626749636,LOC1800615219,TIC183991811,500.0,E,0,1
70004344,PAX752328386,LOC1800615219,TIC24042580,500.0,E,1,0
70004225,PAX752328386,LOC1800615219,TIC1358866949,500.0,E,0,0
70004238,PAX752328386,LOC1800615219,TIC1553388355,500.0,E,0,0
70004347,PAX752328386,LOC1800615219,TIC1163584188,500.0,E,0,1
70004343,PAX300599126,LOC1783046064,TIC1830898620,187.5,E,1,1
70004343,PAX1860512522,LOC1783046064,TIC437171916,187.5,E,1,1
70004343,PAX2079483506,LOC1783046064,TIC328769625,187.5,E,1,1
70004343,PAX742172973,LOC1783046064,TIC2132243961,187.5,E,1,1
70004343,PAX439787776,LOC1783046064,TIC384257728,187.5,E,1,1
70004343,PAX869871255,LOC1783046064,TIC1058339371,187.5,E,1,1
70004343,PAX292032749,LOC1783046064,TIC2138774652,187.5,E,1,1
70004343,PAX1941690037,LOC1783046064,TIC886720632,187.5,E,1,1
70004343,PAX1321806084,LOC1783046064,TIC603668252,187.5,E,1,1
70004343,PAX998592005,LOC1783046064,TIC470015575,187.5,E,1,1
70004343,PAX1611511589,LOC1097949384,TIC1412781445,187.5,E,1,1
70004343,PAX330769844,LOC1097949384,TIC89000993,187.5,E,1,1
70004343,PAX2084693343,LOC1097949384,TIC944305152,187.5,E,1,1
70004343,PAX198763657,LOC1097949384,TIC84694574,187.5,E,1,1
70004343,PAX1345928504,LOC1097949384,TIC865839023,187.5,E,1,1
70004343,PAX1180140401,LOC1097949384,TIC369606726,187.5,E,1,1
70004343,PAX880957099,LOC632152111,TIC1411185153,287.5,E,1,0
70004352,PAX880957099,LOC632152111,TIC409516360,287.5,E,0,1
70004343,PAX1575537142,LOC1798284051,TIC1282350917,287.5,E,1,0
70004502,PAX2123741500,LOC1002951191,TIC1120176340,225.0,E,1,1
70004502,PAX1464350600,LOC1002951191,TIC733792332,225.0,E,1,1
70004502,PAX1894180776,LOC1002951191,TIC1793072254,225.0,E,1,1
70004502,PAX1076878751,LOC1002951191,TIC20744731,225.0,E,1,1
70004502,PAX65846581,LOC1002951191,TIC1071250767,225.0,E,1,1
